caption,label
Look out! It’s a sharkuterie!,funny
We should've taken the cutter.,funny
Just climb over the walls. It’ll drive the researchers crazy.,funny
Maybe cut the line about following your instincts.,funny
"Don't worry, I adjusted it for inflation!",funny
You see what you want to see.,funny
We'll fill you in when the position becomes available.,funny
I seem to be suffering from brain freeze.,funny
"Like children, only better",funny
Don't be such a chicken!,funny
My problems started when I gave Saturn a ring.,funny
You're reading too much into being called the 'dinner speaker.',funny
Better this than polenta.,funny
That’s what he gets for challenging an Englishman to a duel.,funny
"Hey buddy,can I interest you in an emotional support jacket?",funny
You should have seen a doctor when it was just corn flakes.,funny
What are your demands?”,funny
I  self identify as a dairy queen.,funny
It’s starting to feel like a microwave out here.,funny
It says here you served as a rudimentary example.,funny
[Caption unavailable due to writers' strike.],funny
I just discovered I'm bipolar.,funny
We don't need to wear our husks you said!..it's not that hot you said!..you worry too much you said!... .,funny
"Sorry sir, but the job announcement was for “six figures,” not “stick figures.”",funny
I've been asked to duplicate my results using a larger sample.,funny
It's cribtocurrency.,funny
You're resume is very sketchy.,funny
Think of a number between one and ten.,funny
Marco.,funny
"I hate to say it, but it reads a little formulaic.",funny
C’mon lady! Would ya rather i sat behind and kicked your seat the whole flight ?,funny
"Don't worry, if they try anything, I'll distract them with the laser pointer.",funny
"Careful, men. It could be sharp!",funny
"From way up here, the people on the ground look like... um, never mind.",funny
"We're now the mild, mild west.",funny
No worries.  The Swiss are neutral,funny
I believe your friend is on the wing.,funny
"Ladies, ant, gentlemen, this is your captain speaking.",funny
Just imagine them without fur.,funny
"When I said “wait till you see these puppies,” what did you think I meant?",funny
All stolen from good homes.,funny
I've been taking a lot of heat lately.,funny
"I look forward to bonding, especially over series EE.",funny
Do you mind if I erase this?,funny
It's a starter pad. I'm hoping to upgrade to deep dish.,funny
"It's flies and cheese,  want a slice?",funny
Remember you said there was not one kernel of truth to global warming?,funny
Just say it. You're feeling antsy about this trip,funny
Feels like Austin,funny
"Stop saying, ""Hot enough for you?""",funny
It’s attached to the debt ceiling.,funny
The invite said to wear a suit.,funny
Global warming? Might be a kernel of truth in that.,funny
I can't seem to get hard anymore.,funny
Because corny jokes are the only kind I know how to tell.,funny
Do you.....fly?,funny
It’s my fault.  I said they didn’t have the balls to fight.,funny
You'll love New York.  People drops lots of food there.,funny
I think the Cow did it.,funny
"So I said, you knew I was vanilla when you married me.",funny
Tourists!,funny
It's five o'clock somewhere.,funny
"I’m not saying you cheated, but try it again  on all fours.",funny
"My talk today will focus on the deliciousness of hippopotamuses, and their extremely slow movement speed.",funny
Everything’s on me.,funny
"I don't know, but ""Shootout at the Croquet Corral"" doesn't sound historical.",funny
What if it's not lactose she can't tolerate … what if it's just me?,funny
"Careful boys, she's a sharp one.",funny
"In the UK, our positions would be reversed!",funny
I think I was either dropped as a child or by a child,funny
I was just leaving you  a note.,funny
"Don't worry; there is a strict ""no eating"" policy in this theater.",funny
Why don't they laugh when we laugh?,funny
The good news is that you have their full attention.,funny
I have nothing left to prove.,funny
That yellow is just my highlighter pen.,funny
It’s just a pet project of mine,funny
My financial report is just as you see it- we are under water”,funny
I thought YOU read the deed!,funny
This meeting could have been an email.,funny
Another aircraft they put into service before getting all the bugs out,funny
Don't blame me. I voted for Al Gore.,funny
I saw her with an Italian gelato.”,funny
Hey! Death Metal is so last Century!,somewhat_funny
I got the same result as Jackson Pollock.,somewhat_funny
I didn't expect that transitioning from being a Dairy Queen to a Dairy King would be so difficult.,somewhat_funny
My mother radiated such warmth.  It was pure agony.,somewhat_funny
"No more, I'm polluted!",somewhat_funny
"Obviously, we are having trouble even with the term ""common ground.""",somewhat_funny
"No Jim, I don't think there's anything 'fishy' about these numbers and I'm offended by the reference.",somewhat_funny
Just imagine them all declawed.,somewhat_funny
Your bio in the travel buddy app said you were a carpenter!I wish you’d been more specific!!,somewhat_funny
"Well, you look great on paper.",somewhat_funny
I wondered why they asked our political affiliation when I bought the tickets.,somewhat_funny
Are we men or are we mice?,somewhat_funny
"Of course I had heard of flying ants, but I just imagined them differently.",somewhat_funny
Nobody even realizes I'm working from home!,somewhat_funny
This is the last vacation we take with your relatives.,somewhat_funny
I'm a bit surprised myself at the open seats. Thought for sure we'd be crawling all over each other.,somewhat_funny
Chop me down if I ever have to wear a tie to work.,somewhat_funny
"It’s going to be super hot today, I said.  You should use a high SPF sunscreen when you go out, I said.  So who’s the idiot who puts on canola oil?",somewhat_funny
"OK, forget underwear; imagine blue suits, red ties, short attention spans.",somewhat_funny
Does Florida allow this movie?,somewhat_funny
One more off-color joke and we're leaving.,somewhat_funny
Being a cat burglar is just a cover for my dog burgling operation.,somewhat_funny
I thought you guys went marching two by two,somewhat_funny
"Actually, this isn't a maze. I'm just trying to find my cubicle.",somewhat_funny
"Rotary, not rotisserie!",somewhat_funny
It always ends the same. The little kid drops me on the sidewalk and the dog gets me.,somewhat_funny
Mom sounded quite worried when I told her that we're now living on the street.,somewhat_funny
"My owner disappears like this, and I never know if he’s coming back.",somewhat_funny
"Maybe I'm not the biggest fish in the game. Maybe I'll never make it to the White House. But at least I'm not as slimy as him and facing possible prison time.""",somewhat_funny
"I’m licked, Doctor.",somewhat_funny
The lining is 100% PETA approved.,somewhat_funny
"It was at this moment that Jerry realized his presentation ""Going Vegan: The key to a happy life"" wasn't going to go very well.",somewhat_funny
I’m going to visit my AUNT in Chicago,somewhat_funny
Let's start thinking outside the bowl.,somewhat_funny
Would you mind fleshing that out for me?,somewhat_funny
"I think global, but I drink local.",somewhat_funny
"Yep.  One of the last remaining human wickets still alive in the Old West.  'Sticky' is what they call him, down in Dodge.  I seen him roquet six fellers, all by his lonesome, on a lawn in Laredo.  Tarnation, that was a sight.",somewhat_funny
"You know you can sleep now,right?",somewhat_funny
Pick a pocket.,somewhat_funny
We should probably wait until the buffet's less crowded.,somewhat_funny
You never flipped yours over to see what was underneath?,somewhat_funny
"After the gummies, it really is a 'High Noon'",somewhat_funny
"Well, at least it's not pickleball.",somewhat_funny
"I have to say, it's been much easier since I moved to the shallow end.",somewhat_funny
"I feel Ike I work so hard, and at the end of the year I’m back where I started.”",somewhat_funny
You looked better on paper,somewhat_funny
"I know it looks strong, but it’s actually very mild.",somewhat_funny
Grateful Dead are still playing!,somewhat_funny
I forgot. What does X stand for?,somewhat_funny
I vote we get rid of the cat,somewhat_funny
Are we seeing what they're seeing?,somewhat_funny
Welcome to the office pool.,somewhat_funny
"She says she loves me, but that I’m no good for her.",somewhat_funny
Is the chicken over there?,somewhat_funny
I feel a mixture of tenderness and rage towards everyone in this theater,somewhat_funny
I guess the good news is I’m not as anxious about crashing.,somewhat_funny
Company mandated 1 hour of fitness & leisure time,somewhat_funny
Nice beach but the refreshment stand is strictly for the birds.,somewhat_funny
We're thinning out our staff.,somewhat_funny
"I understand the need for full disclosure, but I’m not a big fan of transparency.",somewhat_funny
I just got promoted to Branch Manager.,somewhat_funny
You better not be practicing that death metal again,somewhat_funny
"Worst date ever! She claimed that I was actually flat, and just contorting myself to fit some UN world order narrative.",somewhat_funny
"We all love your outline, so the next step will be for you to flesh it out.",somewhat_funny
"No need to worry, the Swiss have always been neutral.",somewhat_funny
"Well, your soft, squishy body and hair repel ME, lady, but you don't see me freaking out about it.",somewhat_funny
"Other than Hangman, do you have any other work experience?",somewhat_funny
I’m afraid we are looking for someone more well rounded,somewhat_funny
"It's ok, go on.  They're quite interested to hear the benefits of a vegetarian diet.",somewhat_funny
"Hey, so what happened to the atmosphere?",somewhat_funny
It is a good sign that the locals eat there.,somewhat_funny
No one wants to date a guy named Mr. Softee.,somewhat_funny
I've never been a big cheese guy.,somewhat_funny
It’s amazing how Republicans see everything so differently.,somewhat_funny
Seriously?  They act like they invented dumpster diving.,somewhat_funny
"Last order of business, whose turn is it to change my water?",somewhat_funny
Quiet! You sound like Death warmed over!,somewhat_funny
I'm into liquidity.,somewhat_funny
"I have no problem getting into relationships, but they never seem to last more than ten minutes.",somewhat_funny
"So, this is funny.The flight attendant asked if I minded if an aunt sat next to me, and I thought....",somewhat_funny
OK  Mister Softee shall we begin with the erectile dysfunction issue?,somewhat_funny
"Remember, happiness is not in the destination but the journey.",somewhat_funny
It is really hard to read when the girl  on my row keeps gasping and shrieking,somewhat_funny
What is up with the grim riff?,somewhat_funny
I do hope the in-flight meal isn't a picnic basket!,somewhat_funny
"I'd really appreciate it if you stopped referring to our offspring as ""toppings.""",somewhat_funny
"Sorry, but I'm waist-deep in work right now.",somewhat_funny
My source?  It was raining...you know...REALLY HARD...,somewhat_funny
I was told to water down the Q4 results before the annual meeting.,somewhat_funny
What's your Wi-Fi password?,somewhat_funny
"Wait, am I drinking my own water?",somewhat_funny
It’s a ruse. We’re about to become sharkuterie!,somewhat_funny
"Of course I drink alone! Jupiter and Saturn - just huge and gassy. Venus is cold as hell, Neptune's gone sideways, Pluto's out the club, and moon can't even reach the bar! Just keep 'em coming...",somewhat_funny
It's hard being so soft.,somewhat_funny
"What do you mean, “Why?”",somewhat_funny
I'll tell you where the cheese is if you tell me where the coffee is.,somewhat_funny
I knew it was over when she said I was getting soft.,somewhat_funny
I've certainly taken my licks.,somewhat_funny
"""How would you like to spin on your axis 24 hours a day?""",somewhat_funny
My only fear is that you'll come home tomorrow with a drum kit.,somewhat_funny
Your account says you've never been overdrawn.,somewhat_funny
"As your manager, I get thirty percent of the cheese.",somewhat_funny
"I can’t help that I’m the more interesting roadside attraction, Howard.",somewhat_funny
It's a metaphor people.  Pay attention!,somewhat_funny
I told you we didn’t need to bring a cooler.,somewhat_funny
Just a thought...did you pay the electric bill?,somewhat_funny
I'm just getting warmed up.,somewhat_funny
You are so good in front of an audience.  They're gonna eat you up!,somewhat_funny
First item on the agenda - who's taking me home for the long weekend?,somewhat_funny
I propose we do introductions one more time,somewhat_funny
"When the applause starts, run.",somewhat_funny
"Oh, fuck!",somewhat_funny
"'Don't bring the giant fondue pot,' you said. 'We don't have enough cheese for it,' you said.",somewhat_funny
You have about fifteen seconds to make your case.,somewhat_funny
"Go ahead, it will be over before you know it.",somewhat_funny
So at the other end there's a grant?,somewhat_funny
"Hey, you're killing that song!",somewhat_funny
"Yeah, I'm new here. What did the Old World order?",somewhat_funny
Why is it double-solid in the bedroom?,somewhat_funny
"If I can come back to the office, you can.",somewhat_funny
I was just writing you a note.,somewhat_funny
"Even though Cheryl was trying to do better, she couldn’t understand why being ‘antsy about flying’ was offensive",somewhat_funny
"If I told you, it wouldn't be a valid experiment.",somewhat_funny
Shush...they think it's a Zoom background.,somewhat_funny
Just imagine them all as rugs.,somewhat_funny
I've discovered that I need more chalk.,somewhat_funny
Now the final answer is zero.,somewhat_funny
They want to promote me to branch manager.,somewhat_funny
There be the cholesterol that took my leg.,somewhat_funny
This is one crowd you shouldn't warm up.,somewhat_funny
This new highway has cut my commute to the home office in half.,somewhat_funny
"I didn't used to care, but now they switched me to that new natural organic dog food I've begun to question the nature of the cosmos.",somewhat_funny
"You need to be more accepting. You like lillies, I like Papa John's.",somewhat_funny
Do I have to come down there and pull the plug on you?,somewhat_funny
I think and then I scream,somewhat_funny
It’s a journey-not the destination.,somewhat_funny
We’re out of Edam so today you’ll be looking for Humboldt Fog.,somewhat_funny
It’s great for setting expectations. She’ll learn from the outset that things she wants are out of reach.,somewhat_funny
I have to draw the line with you - no health benefits until you fill out your form.,somewhat_funny
Just my luck to be seated in the same row as my ex.,somewhat_funny
Susan hated traveling with her Great Ant...,somewhat_funny
"No sweat, it's you, then we all break for lunch.",somewhat_funny
Am I crazy or is my head a goddam ice cream cone?,somewhat_funny
"We need to make some serious changes, and that starts with my water.",somewhat_funny
I understand that it got mixed reviews.,somewhat_funny
Mine attracts more flies.,somewhat_funny
First time in the Mild West?,somewhat_funny
I don’t want to get bombed.,somewhat_funny
Let's do a dry run of the presentation.,somewhat_funny
The chicken did cross the road first.,somewhat_funny
"If it's crowded with locals, you know it's a good restaurant.",somewhat_funny
"Strike the line that says , “ Cut to the chase”.",somewhat_funny
I finally figured out my Netflix password!,somewhat_funny
"When encountering a challenging problem such as this, I advise my clients to think outside the bowl.",somewhat_funny
They’re not stolen. They’re rescued. From a pet store.,somewhat_funny
It's not eassy to howl at the dark side of the moon.,somewhat_funny
And you thought my Zoom background was fake.,somewhat_funny
Are you alone?,somewhat_funny
Let’s see if they could solve a maze first.,somewhat_funny
"Before we start, am I small or are you big?",somewhat_funny
The chicken came first.,somewhat_funny
Just picture them as rugs and you'll be fine.,somewhat_funny
I‘ll pencil you in for 4:00.,somewhat_funny
We have a liquidity problem.,somewhat_funny
You're the only one that listens to me.,somewhat_funny
There's going to be a lot of mixed reviews on this one.,somewhat_funny
"No, not stolen, my friend — strayed!",somewhat_funny
"Well, it’s been real. I think you know the way out.",somewhat_funny
"Wow! We're flying so high that the people on the ground look like,...well, they look TINY!  I don't know how to describe it; they look like...very, very small creatures! I don't know what to compare them to -- they're just...tiny",somewhat_funny
Tell me more about your experience playing Hangman.,somewhat_funny
After that first piece it just dawned on me.,somewhat_funny
"Thank you for seeing me so soon, I’m having a real meltdown.",somewhat_funny
"It isn't the heat, it's the stupidity.",somewhat_funny
Our ears just popped.,somewhat_funny
"If it’s a girl, we’ll name her Penny; If it’s a boy, we’ll call him Buck.",somewhat_funny
"You’re a bird, go tell em to shut the fuck up.",somewhat_funny
The Cheese Stands Alone ..,somewhat_funny
Don’t be nervous. They’re gonna eat you up!”,somewhat_funny
This property won't last long.,somewhat_funny
"Women say I'm sweet, but I lack warmth.",somewhat_funny
"I'm telling you, two weeks ago in that very spot was the biggest, brightest ball I've ever seen.",somewhat_funny
"I said coach, with a ""c"" damn it!",somewhat_funny
Remember - everyone’s looking for good gnus these days,somewhat_funny
I didn’t know this movie would last for eight years. I really need to pee.,somewhat_funny
I always seem to freeze up in social situations.,somewhat_funny
"Me, I prefer sewage.",somewhat_funny
Looks like the mild west to me.,somewhat_funny
"Well, they've had a light snack, but I'd suggest keeping it short.",somewhat_funny
I try to be assertive but everyone thinks I'm Mr. Softee.,somewhat_funny
Did you also solve today’s wordle?,somewhat_funny
Dude! Too much reverb!,somewhat_funny
I call it my Everything Everywhere All At Once Theorem!,somewhat_funny
Thanks to Covid they can no longer smell your fear.,somewhat_funny
"He screams, she screams. They all scream.",somewhat_funny
After our long walk I thought we would be too pooped to pop.,somewhat_funny
"""The snack bar is open.""",somewhat_funny
I bet I get more hugs.,somewhat_funny
The storyline is two-dimensional.,somewhat_funny
Someone call the Toast Guard!,somewhat_funny
My wife says I've been cold and distant. What choice do I have?,somewhat_funny
"With a name like ""Mr. Softee"" seems to be a turn-ff with the ladies.",somewhat_funny
"Hey, Dead Head. Enough with the Riff.",somewhat_funny
"Don't think that refraction is going to keep me from seeing what you're doing, guys.",somewhat_funny
You were right. Forty-two.,somewhat_funny
"You don't mind if I erase the blackboard, do you?",somewhat_funny
"Is it α before ∑, except after Φ?",somewhat_funny
And I thought I was afraid of flying.,somewhat_funny
It’s really the only fair way to play polo in a one-horse town,somewhat_funny
They really need to tighten the guidelines over what counts as a support animal.,somewhat_funny
Yeah this edible is hitting for sure,somewhat_funny
"I'm mad as hell, and I'm not going to take it anymore!!",somewhat_funny
Don't you have work to do?!,somewhat_funny
It's hard to find something with 4 lanes in our price range.,somewhat_funny
"I don’t do casual Friday, Ron.",somewhat_funny
I knew it. She can see right through me.,somewhat_funny
And please don’t say you have an app for this.,somewhat_funny
"Relax, I ‘m full.",somewhat_funny
Gotta be honest. I was expecting more of you to be fish.,somewhat_funny
"Based on my calculations, we do not have to leave a 25% tip for every coffee.",somewhat_funny
What’s the worst that can happen?,somewhat_funny
It's the only way I can get the kids to visit.,somewhat_funny
I just can’t let her make the same art history major mistakes that we did.,somewhat_funny
"So, when you say this proposed merger could open a can of worms…that’s good, right?",somewhat_funny
We’ve discussed moving but I have roots here,somewhat_funny
Just when I thought the music had died down,somewhat_funny
Just be careful not to insult their pride.,somewhat_funny
Snack bar is open. You want anything?,somewhat_funny
Somehow my kids still hate me.,somewhat_funny
"I gave my kids the magnifying glass, but I swear to you I had no idea what they were doing with it.",somewhat_funny
I started in the typing pool.,somewhat_funny
"Honestly, there are days when all I can think about are sprinkles.",somewhat_funny
Is this the bark-side of the moon?,somewhat_funny
Go on !!   Just be yourself !   They'll eat it up.,somewhat_funny
I figured out how to cancel my Amazon Prime subscription!,somewhat_funny
She said our sex life was too vanilla,somewhat_funny
Do you take requests? I'm not talking about a song.,somewhat_funny
She gave me a choice: handsome prince or a pizza with extra flies.,somewhat_funny
I'll get straight to the pint.,somewhat_funny
Not until one or the other dies of boredom.,somewhat_funny
"Umm, what was I doing?",somewhat_funny
Hold your fire...this is merely a Jarlsberg.,somewhat_funny
And tell Marjorie to double the fish flakes in the conference room,somewhat_funny
I’m “ too vanilla” according to her…,somewhat_funny
"The rest of my family don’t like flying, they’re coming over in a giant peach",somewhat_funny
I guess those Guitar Hero royalties don’t support a lavish lifestyle.,somewhat_funny
Our ancestors called it God’s butt. Some say it takes 13.7 million years for the smell to reach our noses on earth. It really makes you think for the scale of the univ-SQUIRREL I SAW A SQUIRREL,somewhat_funny
So 'roach class' wasn't a misprint.,somewhat_funny
"If you buy all four, you’ll also get a beautiful tote bag!",somewhat_funny
I don't know. I keep getting these severe headaches out of the blue.,somewhat_funny
"So, how much did you pay for your side of the timeshare?",somewhat_funny
"'Light on your feet.' ""Can you tell me more?""",somewhat_funny
"I was right, a baker's dozen is 13!",somewhat_funny
"Not only is this town big enough for the both of them, but I hear they're moving in together.",somewhat_funny
They’re mazing remotely today.,somewhat_funny
"Eliot was wrong; it does end with a bang, and another, and another....",somewhat_funny
"Good Lord, Carl - you can’t just pop all over the sidewalk and leave it there.",somewhat_funny
You look like a man who makes impulsive decisions.,somewhat_funny
"Yes, I do think your liposuction addiction is getting out of hand",somewhat_funny
This is what I get for using my frequent flyer miles.,somewhat_funny
It has heated seats.,somewhat_funny
Wow! Killer guitar solo!,somewhat_funny
"Up this high people on the grounds look like.....well, you know.",somewhat_funny
What's the worst that could happen? Lots of others have done it once.,somewhat_funny
Play something more upbeat!,somewhat_funny
I'm going to get a refund!,somewhat_funny
You're right! They look just like ants.,somewhat_funny
Everyone says I'm a softee.,somewhat_funny
I don't care if you're grateful--you're too loud!,somewhat_funny
My production has doubled now that I no longer need bathroom breaks.,somewhat_funny
You can tell how many have tried to capture her and failed.,somewhat_funny
It's moments like these that I'm reminded just how insignificant my owner is.,somewhat_funny
I offered her the world but she wanted the moon and the stars.,somewhat_funny
The locals always know the best restaurants.,somewhat_funny
I'm just afraid I'll eat myself out of house and home.,somewhat_funny
The West is just not as wild as it used to be,somewhat_funny
Take a look at my pet project!,somewhat_funny
Im hearing you say you feel empty inside. Is that right?,somewhat_funny
We need a hammock!,somewhat_funny
"I like it, Smithers. It’s deep. Thinking out of the bowl.",somewhat_funny
I just can’t eat like that anymore.,somewhat_funny
I'd like you to flesh out your resume.,somewhat_funny
So maybe we back off on the Ozempic,somewhat_funny
"I booked coach, not roach.",somewhat_funny
"Actually, they look nothing like you.",somewhat_funny
"Well, you don't have an appointment, but I can pencil you in.",somewhat_funny
I thought they got the bugs out of this new aircraft!,somewhat_funny
Could you at least play something a little livelier?,somewhat_funny
"Doc, I don’t know who I am.”",somewhat_funny
I didn’t know the Swiss even had a Navy!,somewhat_funny
Nobody buys watches anymore,somewhat_funny
"I actually prefer French food, except for, well... you know.",somewhat_funny
Where is a middle seat passenger when you really need one?,somewhat_funny
"Forget the Alamo, Ben, that's Davey Croquet!",somewhat_funny
Order me another mai tai. I'm going to hit the buffet before all the fries are gone.,somewhat_funny
Could the solution be more obvious?,somewhat_funny
What does it mean when you dream you're falling and you hear children crying?,somewhat_funny
"Yep, almost always! But sometimes he sneaks in a bit of Pachelbel's Canon!",somewhat_funny
Are you sure this is what your therapist meant when she said marriage is a two-way street?,somewhat_funny
"And we'll have no more talk about breaking the glass ceiling, or any other glass at all.",somewhat_funny
This is the least expensive office space in New York. That’s why.,somewhat_funny
"You’re an interesting candidate, but we’ll need to fill in some more details.",somewhat_funny
I always get sat next to a screaming human.,somewhat_funny
"Oh,this is the CRO-K Corral!",somewhat_funny
We've been through this before.,somewhat_funny
"Sorry, to interrupt, but your class went home three hours ago.",somewhat_funny
I remember when no one died of boredom.,somewhat_funny
"I've got to be honest with you, you look a lot better on paper.",somewhat_funny
"Ha! Look at your face! No idea what this is, just wanted to freak you out. Let's go to lunch.",somewhat_funny
First one to straighten his legs wins!,somewhat_funny
"If you take all four, I'll throw in the coat.",somewhat_funny
"Forgive me, I have no filter.",somewhat_funny
"They scream, Doc. They all scream.",somewhat_funny
If I had a nickel every time one of them squawks about the portions.,somewhat_funny
"When you’re finished, don’t stick around for the meat-and-greet.",somewhat_funny
Suddenly Susan realized that all the other passengers had slowly disappeared…except one.,somewhat_funny
Now if we only could find some iceberg lettuce.,somewhat_funny
It’s an alternative documentary .,somewhat_funny
"Ah, Mr. Templar.  Good to see you again.",somewhat_funny
Do you still think there is not a kernel of truth about climate change Bill?,somewhat_funny
The kid will need to know what makes the world go round.,somewhat_funny
What's to be nervous about? They're gonna eat you up!,somewhat_funny
"Ironically, I'm a Taurus.",somewhat_funny
You won’t just see me rise to the top. You’ll smell me.,somewhat_funny
Relax - this is the after-dinner group....,somewhat_funny
Wouldn't be the first time I howled at nothing...,somewhat_funny
"Sure, they come with papers.",somewhat_funny
"Psst…Have I got a deal for you! Imagine all the joys of parenthood, without having to change diapers, pay for college, or ever hear “Leave me alone!”",somewhat_funny
I think we should see other treeple,somewhat_funny
Icy conditions for next twenty years.,somewhat_funny
We do have an opening  for a kindergarten art teacher.  When can you start?,somewhat_funny
I'm trying to rest in peace up here!,somewhat_funny
You say ‘the company is underwater’ like it’s a bad thing.,somewhat_funny
You look like you could use some responsibility.,somewhat_funny
We’re in luck.  It’s from a neutral country.,somewhat_funny
Just my usual body oil. Why?,somewhat_funny
"Guess what,chaos is unpredictable.",somewhat_funny
They want to hear about your plant-based diet.,somewhat_funny
And a lot less cowbell!,somewhat_funny
"""And you're sure you told the Earps we're at Croquet Corral?",somewhat_funny
You'll know when you're near the end: there's a gift shop.,somewhat_funny
I got it! Six pepperoni's per slice is ideal.,somewhat_funny
What’s that noise?,somewhat_funny
Better to teach them now that it'll always be just out of reach.,somewhat_funny
This makes as much sense as Trump being ahead by 40 points in the polls.,somewhat_funny
The extra leg room policy still has bugs in it.,somewhat_funny
Sometimes I amaze myself.,somewhat_funny
I'm just more productive when I work from home.,somewhat_funny
One of us is obviously in the wrong experiment.,somewhat_funny
The peloton should be through any minute.,somewhat_funny
Assist in case of emergency?” Please. I can lift 50 times my body weight and I need the extra legsroom,somewhat_funny
"Don't take this as a corny come-on, but you're hot.",somewhat_funny
Pardon me.,somewhat_funny
That Xantax is really kicking in now.,somewhat_funny
Close enough for government work.,somewhat_funny
Wanna complicate your existence?,somewhat_funny
You got this Daniel!,somewhat_funny
I always need the aisle seat because of my sciatica.,somewhat_funny
One of the squirrels is having his lady friend over.,somewhat_funny
Sometimes I feel I have 31 personalities.,somewhat_funny
I aspire to a desk in the executive suite.,somewhat_funny
"This is actually a shell corporation, so you are perfect for the job.",somewhat_funny
"Let's volunteer for this human electoral map, you said.  It'll be fun, you said.",somewhat_funny
"If that's Venus calling, tell her I'm not here !",somewhat_funny
The legend goes that the greatest dog owner ever threw a ball so hard it left that hole in the sky.,somewhat_funny
You go ahead. I am too pooped to pop!,somewhat_funny
I don’t know what you was expecting. I told you it was a shootout at the croquet corral.,somewhat_funny
At least there is only one and he’s reading,somewhat_funny
"Yeah, I got tired of fencing merchandise. Now I got merchandise that needs a fence.",somewhat_funny
Do they know this is the annual Vegan Summit?,somewhat_funny
What? My wife always makes me put on a tie when we see her branch of the family.,somewhat_funny
Relax; they’re gonna love you and beg for more.”,somewhat_funny
Sometimes I just get tired of going around in circles,somewhat_funny
"Remember, you're the after dinner speaker...",somewhat_funny
"I'm sorry, your height excludes you from our study.",somewhat_funny
At least you're not a Christian,somewhat_funny
I think I've figured out why we're using so much chalk.,somewhat_funny
They won’t stop playing hangman.,somewhat_funny
"I told you, it's my way or the highway.",somewhat_funny
"Fine then, I'll start at the beginning. My parents were always very cold to me...",somewhat_funny
"Yes, global warning is real - and I have a kernel of evidence to prove it.",somewhat_funny
"Actually Tom, I think YOU don't have a leg to stand on.",somewhat_funny
"My goodness,look at that muenster!",somewhat_funny
"Hey, Judy…Come look at this! I knew I could prove my wife was being irrational.",somewhat_funny
Look at it this way: we can charge tolls and get free street maintenance.,somewhat_funny
Another high noon at the Croquet Corral.,somewhat_funny
"I've learned that if I ask ""Do you want a pet"" without opening my coat, I get a much different response.",somewhat_funny
"One more thing, people. Going forward, good ideas  will no longer be referred to as ""having legs.",somewhat_funny
Typical manspreading,somewhat_funny
And if you look closely they each are wearing tiny Rolex’s.,somewhat_funny
It only works here in New York.  My cousin in Chicago?  Sank straight to the bottom.,somewhat_funny
The poop emoji has ruined my life…,somewhat_funny
I can literally be whoever you need me to be,somewhat_funny
"If you lived in New York, you'd know.",somewhat_funny
I don't care how it sounds. I miss the Covid-19 lockdown.,somewhat_funny
I've done it! I've figured out the formula for how to live the simple life!,somewhat_funny
I wish I had a nickel for every person who tells me it's not the end of the world.,somewhat_funny
"How did I become such an effective leader? It might surprise you, but when a fish talks, people listen.",somewhat_funny
"If we were in England, we’d have to switch sides.",somewhat_funny
This is the Florida version of  history in the Old West.,somewhat_funny
The whole thing sounds human.,somewhat_funny
Why did they ask for our party affiliation?,somewhat_funny
"Aw, I’m already polluted.",somewhat_funny
"I am required to disclose that even if you make it out of the maze, you won’t make it out of the system.",somewhat_funny
I don’t need to wear pants for Zoom meetings.,somewhat_funny
"The rottweiler's up my trouser leg.""",somewhat_funny
"Gonna KILL whoever recommended streaming ""Travels with My Aunt!",somewhat_funny
"No, it's croquet. Crochet is what we do on Tuesdays.",somewhat_funny
Make it Swift.,somewhat_funny
"I said ""efficiency"" not ""a-fish-in-a-seat"" !!",somewhat_funny
You're precisely the type of writer that this studio is looking for.,somewhat_funny
Everyone thinks I'm soft!,somewhat_funny
Egghead I could deal with ... but this?!,somewhat_funny
Only some of our assets are underwater,somewhat_funny
I think we mistakenly wound up in a MAGAplex.,somewhat_funny
Even worse news - Schrödinger's cat died.,somewhat_funny
We should have taken the state’s offer.,somewhat_funny
Maybe adopting a highway was a mistake.,somewhat_funny
This your first time to the Croquet Corral?,somewhat_funny
I'm not merely a cat burglar!,somewhat_funny
The first time I laid eyes on her I just melted.,somewhat_funny
"Rub it out, some 12 year old just disproved it.",somewhat_funny
I think you know my ‘sun’!,somewhat_funny
CAN YOU WAIT TILL THE MIDIGHT HOUR?,somewhat_funny
Your lack of attention to detail is becoming an issue.,somewhat_funny
"I can’t help it, Gloria, you’re soooooo damn hot!",somewhat_funny
You're thinking of the O. K. Corral.  This is the Croquet Corral.,somewhat_funny
Can you float me a loan?,somewhat_funny
The microdosing seems to be helping with my fear of flying. How's it working for you?,somewhat_funny
I still have difficulty keeping my cool.,somewhat_funny
"I solved it, but now I can't remember the question!",somewhat_funny
"Don't worry, I already got all the good stuff.",somewhat_funny
"Polo! Apologies everyone, thought I was on mute.",somewhat_funny
"Pure high grade emotional support prescription right here- all natural, no side effects",somewhat_funny
Most of these people don’t even realize how bad this movie really is.,somewhat_funny
She really needs to understand revolving credit.,somewhat_funny
Could someone read back the last 3 seconds of the minutes of the meeting,somewhat_funny
And check out the fur lining.,somewhat_funny
They were out of piggy banks.,somewhat_funny
Either we exist or we don't. It's as simple as that.,somewhat_funny
Wanna take a dip in the Land O Lakes?,somewhat_funny
You wanna go to the movies?,somewhat_funny
I could never leave my old Italian neighborhood,somewhat_funny
You know what I fear? I fear the reaper is never going turn it down.,somewhat_funny
