caption,mean,label
Each time I break a plate I feel like Humpety  Dumpety,1.1166666666666667,not_funny
And Atlas's lawyers are suing me for his medical bills!,1.1111111111111112,not_funny
"Then she says, ‘It’s not like I’m asking for the moon.’",1.2992957746478873,not_funny
I used to be the center of the solar system and look at me now!,1.217687074829932,not_funny
"When the world gives you lemons,  make lemonade",1.1470588235294117,not_funny
"I lost my ID, but you can measure my carbon.",1.098360655737705,not_funny
She cheated on me with Uranus!?,1.1847133757961783,not_funny
I'm just really struggling to warm up to people. It makes my head spin.,1.0952380952380951,not_funny
Thanks to climate change I am now living with  Chronic Coastline Revision Syndrome (CCRS).,1.125984251968504,not_funny
But why can't they treat me like I'm irreplaceable?,1.2409638554216869,not_funny
"My doctor saysI gotta spend more time in the sauna, but I don’t think even that’s gonna get rid of them.",1.0775862068965518,not_funny
Just one more drink for world pieces.,1.1452991452991452,not_funny
With ice.,1.2289156626506024,not_funny
I’ll have a shot of world peace!,1.1074380165289257,not_funny
"I forgot my ID but swear I'm four billion years old.""",1.2035928143712575,not_funny
give me something to forget about my pain,1.160493827160494,not_funny
"I may be 71 percent water, but tonight I'm shooting for 10 percent tequila.",1.1608391608391608,not_funny
Water on the rocks.,1.0884955752212389,not_funny
"Yes, I am the designated Moon driver",1.11864406779661,not_funny
It’s like they don’t even care.,1.1693548387096775,not_funny
I'll have another year round the sun please,1.1130434782608696,not_funny
The desk clerk says it happens every day!,1.1092436974789917,not_funny
Imagine how it feels to constantly have eight thousand cameras pointed at you.,1.1023622047244095,not_funny
Don't ask.,1.1812080536912752,not_funny
I don't know what the big deal is....is it because of my addiction global warming exists and everything is nothing-but a figment of our imagination?,1.1506849315068493,not_funny
"I tell you,Man,the World",1.196808510638298,not_funny
"I got a garbage patch as big as Texas, a wart on my ass the size of Mount Everest and my dick is shaped like New Zealand — but you know me, I can't complain!",1.1780104712041886,not_funny
"They say size doesn't matter, but at least Pluto got away with it.",1.0483870967741935,not_funny
"Just water, no ice.",1.0862068965517242,not_funny
Hey buddy! Help! I got the spins!,1.1271186440677967,not_funny
"Don’t give me an oily, petrochemical martini in a plastic cup.",1.1290322580645162,not_funny
"I've got a fever or I'm hypothermic.  I'm dehydrated and then I'm retaining water.  I should have more kinds of fish. Joe, I'm glad you're a climate change denier so I have a minute to hear myself think.",1.140625,not_funny
"If you had to support eight billion people, you'd need a drink too.",1.25,not_funny
It was better when I was flat!,1.1824817518248176,not_funny
Please take my keys—the room is spinning.,1.2238805970149254,not_funny
Do you have any idea where this goes?,1.2156862745098038,not_funny
Have I got a sob story to tell you!,1.1016949152542372,not_funny
"She said I was flat, and tried to flat-shame me. Any idiot can see that I'm round!",1.1111111111111112,not_funny
I’m dirty enough as it is.,1.147540983606557,not_funny
"When we first met, she thought the world of me.",1.2142857142857142,not_funny
"So I says to him,  ""Just a Coke? Have you seen the news lately. Better buy me a double scotch on the rocks, Pal!",1.1101694915254237,not_funny
Why do I need water? I’m mostly water,1.162162162162162,not_funny
Small world...meeting you here.,1.183206106870229,not_funny
Help !,1.1958041958041958,not_funny
I need new ownership but the Aliens won't make an offer!,1.2328042328042328,not_funny
"Bartender, ice please, it's way too hot in here.",1.23963133640553,not_funny
"I am composed of 71% water, and that’s what you serve me?",1.177304964539007,not_funny
Do you have any peanuts? It’s been a long time since I’ve had anything complimentary.,1.167883211678832,not_funny
"Just one more, you know, for world peace?",1.153225806451613,not_funny
don't count on me.,1.105263157894737,not_funny
"I'll have a burger, but do not cook it.",1.1226415094339623,not_funny
Do I look like I need a watered down drink?,1.1136363636363635,not_funny
And did I tell you about pollution?!,1.1282051282051282,not_funny
"Could you turn up the A/C?  (submitted by Oscar Klein, Brooklyn NY)",1.1367521367521367,not_funny
No hard feelings,1.125925925925926,not_funny
"I may seem more worldly, but I'm really just depressed.",1.2303370786516854,not_funny
I'm in a world of trouble. Got any advice?,1.1428571428571428,not_funny
"Where I come from, we don’t have water, just whiskey, thanks.",1.131386861313869,not_funny
"Boy, do I need a stiff drink!",1.1812080536912752,not_funny
"First my hair turned white, now it is all falling out.",1.2263157894736842,not_funny
Pluto's still outside asking us to buy him drinks.,1.2487562189054726,not_funny
"Hate to be the one break it to you, but do I look like your oyster?",1.1092436974789917,not_funny
It's yolk stain. I tried to catch poor Humpty when he took that great fall.,1.2102803738317758,not_funny
"so, I said to this guy Mars, I'm coming for you.",1.1538461538461535,not_funny
More ice.  Less water!,1.1666666666666667,not_funny
"Hey, Buddy. I could use some ice in here.",1.1366906474820144,not_funny
All the King's horses and All the King's Men could nullify the election if Humpy has his way,1.0727272727272728,not_funny
"And don't get me started on the moon: New moon, full moon, blue moon, harvest moon, super moon, lunar eclipse, give me a break.",1.1833333333333331,not_funny
Could I get something with more of an earthy tone?,1.2880258899676376,not_funny
Bigger glass please - don’t you know we’re running out of potable water?,1.0793650793650793,not_funny
"Every day, I find my head spinning faster and faster.",1.1196581196581197,not_funny
Do you have anything to cool me down?,1.0803571428571428,not_funny
What in the world could I do?,1.1375,not_funny
"Hey, is the room spinning or is it me?",1.1842105263157894,not_funny
I was born as a tiny island.,1.088,not_funny
"I get the whole fauna and flora diversity thing but flightless birds, what's that about?",1.2,not_funny
I feel like my head's spinning.,1.1714285714285717,not_funny
"If Pluto can lose his job, it can happen to any of us!",1.162790697674419,not_funny
Yesterday I accidentally stepped into a Mars bar.,1.1578947368421053,not_funny
Make it one for the pleasure of my people and one more for my time beyond,1.110236220472441,not_funny
"I'll take another, people talk about having the world on their shoulders as if it's a bad thing.",1.2908496732026145,not_funny
"Extra ice, please...",1.1726618705035972,not_funny
"I mean climate change isn't an 'opinion' it's real boss, it's the most real thing there is.",1.075187969924812,not_funny
I swear to you I’m round”.,1.144927536231884,not_funny
"Excuse me, sir? Could I trouble you for a full pitcher? I really am very hot.",1.124087591240876,not_funny
Not a fizzy water right?,1.096774193548387,not_funny
Does this make me look flat?,1.2039473684210529,not_funny
In the future... even Earth can't get ice.,1.1785714285714286,not_funny
"So I tell the boss, the moon and I have circled back to this point over 10 billion times and it ain't getting better.",1.079646017699115,not_funny
What in the world do you want me to think?,1.1450381679389312,not_funny
Man! The room is spinning!,1.0819672131147542,not_funny
Phew! Is it just me or is it hot in here?!,1.146153846153846,not_funny
"So, I just found out I have humans.",1.2344497607655502,not_funny
"Hey,pal! Over here! I’m feeling totally forgotten!",1.1258741258741258,not_funny
I'll have a triple & hold the water since everybody is sucking it out so fast there're running low.,1.2,not_funny
I need all the ice you've got and a shot of oxygen.,1.264069264069264,not_funny
Everything just seems to run hot and cold lately.,1.1653543307086611,not_funny
Did this drink have any plastics in it? I'm allergic to plastic!,1.1719745222929936,not_funny
"Buddy, can you spare a dime",1.0703125,not_funny
I keep telling them I’m sick. Nobody listens but you!,1.2439024390243902,not_funny
I hope it’s not too late to get another shot.,1.1436781609195403,not_funny
"Gimme a extra cold one Al, I feel like I'm burning up lately!",1.0588235294117647,not_funny
"I tell ya, sometimes I feel the weight of me is on my shoulders",1.1721854304635762,not_funny
My life's one disaster after another!,1.223463687150838,not_funny
It feels like I have the weight of the world on my shoulders,1.2325581395348837,not_funny
"Better make this my last drink,the room stopped spinning.",1.1386861313868613,not_funny
"They say that love makes the world go round. But believe me, Joe, it's alcohol.",1.1705426356589148,not_funny
No one understands the weight on my shoulders.,1.0991735537190082,not_funny
"Trust me, I'd love a hot toddy. But do you know what kind of blowback I'd get?",1.0934579439252337,not_funny
I'm feeling Weltschmerz again.,1.1363636363636365,not_funny
It's not just the climate that's changing.,1.1056910569105691,not_funny
"Let's slow down, I'm burning up.",1.2173913043478262,not_funny
My temperature keeps rising! Are menopausal hot flashes always this bad?,1.09375,not_funny
"Give me double  bartender, and plan on me being here for a long, long time.",1.1517241379310346,not_funny
My ice has melted!,1.1338582677165354,not_funny
What time does happy hour begin?,1.2401574803149606,not_funny
I think I'm feverish.,1.143884892086331,not_funny
I have the weight of global warming on my shoulders.,1.140939597315436,not_funny
"No, I said EXTRA ice. Am I the only one burning up over here?",1.1203007518796992,not_funny
another night cap...no ice...,1.1167883211678833,not_funny
"So get this, she's like, ""You're not cool anymore.""",1.2329545454545454,not_funny
He said his shoulders couldn't take it anymore.,1.0714285714285714,not_funny
"Women!  Now at this late age, they tell me that I am hot.",1.2520661157024793,not_funny
"And on top of it all, I'm dealing with a bad parasite infection.",1.196078431372549,not_funny
"One for the orbit, please.",1.271062271062271,not_funny
...and all those ants have given me equator rash!,1.0814814814814817,not_funny
"By the time I leave, I want to be mostly scotch and water.",1.1619718309859155,not_funny
"No straw, please.",1.1764705882352942,not_funny
"It's too hot to go outside, give me another cold beer.",1.1407407407407408,not_funny
"Then Saturn turns to me and says,what are you complaining about? You only have one moon to worry about.",1.1274509803921569,not_funny
"Hit me with something, anything to cool me down!",1.18125,not_funny
"Another gin and tonic on the rocks.  And why do I want a cool drink, you ask?  Have an hour or so?",1.0740740740740742,not_funny
My wife left me for another planet.,1.1527777777777777,not_funny
Worse than that…She says I’m flat.,1.21256038647343,not_funny
"No matter how much I drink, I keep getting warmer",1.1870967741935483,not_funny
Have you ever looked up the definition of 'oblate'? It's not flattering.,1.126984126984127,not_funny
Everyone says that I have gone crazy!  But I say that the people are the ones that have gone crazy! Know what I mean!,1.128,not_funny
"And if you could stop using styrofoam cups, I’d really appreciate it.",1.264591439688716,not_funny
"Then they burned my ass, man. My ASS!",1.11864406779661,not_funny
May I have some water from a different planet?,1.1232876712328768,not_funny
I know I have a drinking problem's it's actually become a Global Problem!,1.117117117117117,not_funny
"Are you trying to kill me? Vodka Straight, not Soda!",1.2023121387283238,not_funny
"So I said, ""Everybody needs a little escape valve. So I have a little earthquake here, a tsunami, there . . . you'd think I was suggesting jumping into a black hole, the way everyone carries on!""",1.140495867768595,not_funny
I’m sick and tired of hearing that damn song about how wonderful I am.,1.1578947368421053,not_funny
"Please, no more dark and stormies",1.1987951807228916,not_funny
Did you hear the one about the earth walks into a bar ?,1.1693548387096775,not_funny
"Please, don’t judge me, I’m only a planet ?",1.0884955752212389,not_funny
All agree that I'm getting hotter so why can't I attract a date?,1.2475247524752475,not_funny
"HOWARD, I’M HOT AS HELL AND I’M NOT GONNA TAKE IT ANYMORE",1.2037037037037035,not_funny
...and then it was like hot lava shooting out of my a**,1.1136363636363635,not_funny
She said she couldn't wait thousands of years for me to change,1.1532846715328466,not_funny
"That churchgoing gal was no fun, but she sure made me feel young.",1.1319444444444444,not_funny
I guarantee you never heard problems like MINE!,1.136,not_funny
And then they say they're leaving me like I'm the problem!,1.2204301075268815,not_funny
I thought change is supposed to be a good thing!,1.0458715596330277,not_funny
Could I get some more ice? Mine’s melting.,1.1666666666666667,not_funny
"I haven’t changed, have I?",1.1029411764705883,not_funny
Can you believe it? My Glaciers are all melting!,1.2074468085106382,not_funny
"Hey god,it me,earth. Remember,you created me seven days ago!",1.0743801652892562,not_funny
"Pray for me, Father Rigoletto, I'm overheating. Have a cold one with me?",1.1203703703703705,not_funny
Did you hear the one about the three aliens...?,1.1550387596899223,not_funny
What about the weight on MY shoulders? Ever think of that?,1.1846153846153846,not_funny
I’m still struggling with my ‘flat’ complex.,1.1653543307086611,not_funny
Is it getting warm in here -- or is it me?,1.1689189189189189,not_funny
Every day it's the same ol' round and round,1.1472868217054264,not_funny
Why so glum Charlie? People think the world of you.,1.1666666666666667,not_funny
"Honestly, I don't know what's going on with me lately. I really needed this drink.",1.0518518518518518,not_funny
I thought I meant the world to her.,1.1544117647058822,not_funny
"Quick, anorher shot, please. I don't have much time left.",1.1532846715328466,not_funny
Can you turn the heat down?,1.2035928143712575,not_funny
Did somebody order “water on the rocks with a twist?”,1.1285714285714286,not_funny
I coulda been a star!,1.2418300653594772,not_funny
"I know I'm drunk, but wouldn't you be too, if you had the weight of the world on you? Oh wait, I mean the OVERWEIGHT of the world. Sorry I lied about my weight.",1.0888888888888888,not_funny
I got the moon's pronouns wrong so they dumped me.,1.1942446043165469,not_funny
"So should I have lied when she asked, “Do you think my life revolves around you?”",1.1550387596899223,not_funny
"Whaddaya mean, virtue signalling?! With Greenland? Of course I'll take it neat.",1.1322314049586777,not_funny
"There's not enough alcohol on...., well me, to make me forget what people are doing to me everyday.",1.1029411764705883,not_funny
"I tell ya, I get no respect! No respect at all.",1.1328125,not_funny
Is this REALLY the last call?,1.1043478260869566,not_funny
I’d give myself for a drink.,1.1209677419354838,not_funny
"Hand to God, I AM the weight of the world.",1.1278195488721805,not_funny
"And on top of everything else, my poles are shifting!",1.263681592039801,not_funny
Make that a double. I'm 71% water!,1.112,not_funny
This isn`t helping. How about some plain water?,1.0854700854700854,not_funny
She left me because she said that she didn't want the whole world on her shoulders,1.0633802816901408,not_funny
You don’t know the half of it.,1.2164948453608246,not_funny
"If the moon calls, I'm not here.",1.1830985915492958,not_funny
I'll have another round,1.2620320855614973,not_funny
"...and then they poured oil all over me, and turned on the heat lamp, and I couldn't breath the air, and...",1.0517241379310345,not_funny
"I've sent them Floods, Droughts, Hurricanes, Cyclones, Earthquakes and still they just don't get it!",1.2153846153846153,not_funny
“Make that a double shot; I have this terrible human rash that’s killing me.”,1.0909090909090908,not_funny
What's your biggest regret?,1.1085271317829457,not_funny
"Hey, barkeep!  I need more ice!",1.238532110091743,not_funny
Problems? I got a whole me of 'em!,1.1843971631205674,not_funny
Don’t you think it’s time to tell your  people that they have done a tremendous  amount of harm to me and time to stop and undo some of the damage,1.110236220472441,not_funny
"All she said was ‘ buddy, size does matter’ and she left with that Jupiter guy.",1.143939393939394,not_funny
I'm just too hot.,1.1976047904191616,not_funny
"'Make it a double, I just saw the polar ice caps on Instagram.'""",1.195945945945946,not_funny
The horses did it!,1.1363636363636365,not_funny
Even the ice in my drink melts.,1.1688311688311688,not_funny
"Just one more, I need to remember how I contracted Humans.",1.146788990825688,not_funny
I can’t remember my last happy hour!,1.1914893617021276,not_funny
What.  On.  Earth.,1.125925925925926,not_funny
The truth is I'm incontinent,1.2884615384615383,not_funny
I'm warming to our relationship...,1.139344262295082,not_funny
"…and after the date, she said I was flat!?",1.139344262295082,not_funny
"It's got to be five o'clock somewhere, right?",1.140625,not_funny
Wait. What are we standing on?,1.1496062992125984,not_funny
Make it a lite beer. Gettin’ a bit large around the equator.,1.217877094972067,not_funny
Ch-ch-Charlie? From the 7th grade?,1.1194029850746268,not_funny
I don't know; I used to have more friends.,1.1083333333333334,not_funny
You would also badly need a drink if you had the kind of year I’ve had.,1.1772151898734178,not_funny
'.....and it doesn't seem to matter what I tell them!',1.125984251968504,not_funny
Cheers mate,1.1428571428571428,not_funny
Oh no. I'm starting to get the spins.,1.2061855670103092,not_funny
It has been one disaster after another!,1.1901408450704225,not_funny
"I feel like I've got the world on my shoulders, and i don't even have shoulders.",1.1209677419354838,not_funny
"C'mon, man. I need something much stronger. I'm carrying the world on my shoulders.",1.0984848484848484,not_funny
I think I need my drinks on the rocks.,1.150375939849624,not_funny
"Yes, it's an OK remodeling job, but I liked the old atmosphere better.",1.1472868217054264,not_funny
You know that movie 'Groundhog Day'?,1.259090909090909,not_funny
"I did stop drinking for a while, but then I felt humans crawling all over me.",1.146551724137931,not_funny
They think I revolve around them,1.1007194244604317,not_funny
"...I said, 'Look, Sheila, I know I don't revolve around myself, but some of us have lives, ya know?...",1.119718309859155,not_funny
Maybe if I get totally drunk people will  fall off of me and I will feel better.,1.2363636363636363,not_funny
"I mean, what's it take to get a little ice around here?",1.103448275862069,not_funny
When I said I wanted a drink I didn’t mean water!,1.1543624161073829,not_funny
I'm not drunk. There are actually people on me who think I'm flat!,1.1527777777777777,not_funny
I know I'm worldly but I still got problems!,1.196319018404908,not_funny
And a big cup of ice on the side.,1.195,not_funny
You know I am not entirely against global warming. It is a chance do get almost eight billion  things off my back.,1.1538461538461535,not_funny
can you lend a hand...,1.162790697674419,not_funny
It was just one joke. I didn’t know Uranus was so sensitive.,1.2939068100358424,not_funny
"Stop, I'm incontinent.",1.1785714285714286,not_funny
Give me one for the orbit!,1.1526717557251909,not_funny
Hold the ice!!,1.053846153846154,not_funny
"If it weren’t for you, I wouldn’t have a drop to drink.",1.076271186440678,not_funny
"A cold one, please.",1.1776315789473684,not_funny
"My therapist says to ignore them, but what if I really am flat?",1.2600896860986548,not_funny
Yes a hurricane ... but in a pilsner glass. I don't need any more trouble.,1.2270531400966185,not_funny
Who is this “Gorbachev?”,1.2325581395348837,not_funny
It feels like I'm just goin' around in circles.,1.2984126984126985,not_funny
You wouldn't believe the week I had!,1.125,not_funny
Not with soda. Carbonated drinks increase my CO2.,1.1428571428571428,not_funny
"What does an egg need to do to get a drink around here.  Steve Weiss Chicago, illinois",1.1228070175438596,not_funny
Yup. I'm stopping the world and I want to get off.,1.0608695652173914,not_funny
I know what you’re thinking! It’s a small world after all.,1.247787610619469,not_funny
None of the other planets have to deal with people!,1.260204081632653,not_funny
"I tried to warn them, but now it’s so hot we’ve run out of ice.",1.185430463576159,not_funny
Play to win.,1.1037037037037036,not_funny
Do you know what it’s like going around in circles 24 hours a day,1.2408376963350785,not_funny
"Sir, I’m just boiling in here. Can you turn down the thermostat?",1.2446351931330473,not_funny
I'm just a speck of dust in the universe,1.139344262295082,not_funny
Make it a double.  I' ve got a splitting  continent.,1.1596638655462186,not_funny
"Maybe one more for the road, but I think I might be getting a little floody over here.",1.1083333333333334,not_funny
Your equator has expanded since last time I was here.,1.1319444444444444,not_funny
I take no responsibility for the actions of those strangers who call me Mother Earth,1.1153846153846154,not_funny
"You think you got problems, try living in my world.",1.1408450704225352,not_funny
My kids are bleeding me dry!,1.2072538860103628,not_funny
...and I think the world of you.,1.152,not_funny
Do you think it's odd that I would need a drink?,1.137931034482759,not_funny
...And don't even get me started on the wildfires...,1.2777777777777777,not_funny
She said I was gassy.  Can you believe that?,1.195121951219512,not_funny
"Thanks, but I've had enough.",1.091743119266055,not_funny
..........and it's all water weight!,1.188235294117647,not_funny
Don't I know you from sedimentary school?,1.1748251748251748,not_funny
I'm motha ***ing earth damn it! What do I have to do to get their attention?,1.1527777777777777,not_funny
"Monsignor, tell God that I will be just fine after my global warming phase gets rid of all my human parasites.",1.1260504201680672,not_funny
...I even started finding them all over my southern pole!,1.1944444444444444,not_funny
I haven't been clean in years!,1.2146892655367232,not_funny
IF one more person tells me it's 5 o'clock somewhere!,1.1972789115646258,not_funny
And then they invented plastic!,1.2352941176470589,not_funny
Can I have another asteroid cocktail? I need a reset...,1.1136363636363635,not_funny
"Don't ask me where these arms came from, I'm just a cartoon.",1.1538461538461535,not_funny
"George Carlin told them the truth about trying to save me, but would they listen No NO NNOO!",1.0866141732283463,not_funny
Seriously?!?   You've never even heard of 'ice'?,1.175324675324675,not_funny
"After all I've done for them, is it too much to ask for a little respect?",1.2233502538071066,not_funny
"Well, how would you like it if millions of people died in horrific and unspeakable ways, and then we called that Brian War I and Brian War II?",1.141025641025641,not_funny
...and don't even get me started on that Middle East....,1.1564625850340136,not_funny
You don't want to know what I've been through.,1.167741935483871,not_funny
"So I'm on this date with Mercury, who is just super hot by the way, and then I literally start erupting. She excused herself and told me she needed to spend more time with her sun.",1.2738589211618256,not_funny
The world needs something but the man just stands there,1.2215189873417722,not_funny
"1-More water, please. Also, I need it with ice, it's getting hot in here.",1.1043478260869566,not_funny
"Then she says, what happened to you, you used to be good looking.",1.0655737704918034,not_funny
She's been acting weird ever since the eclipse. I think she might be cheating on me.,1.178343949044586,not_funny
"You gotta believe me, Charlie. I'm flushed and winded, have tremors, and feel like I'm spinning out of control.",1.168141592920354,not_funny
Could I get a little ice?,1.1986754966887416,not_funny
Do you ever see any meteorites in here? I’m hoping to not run into any of them.,1.1806451612903226,not_funny
It’s not my fault things are changing for the worse for me.,1.167832167832168,not_funny
I need to cut about 8 billion people out of my life. Then I'll begin to feel normal again.,1.2317880794701987,not_funny
Think you've heard some real problems? Wait until I tell you mine.,1.1408450704225352,not_funny
You shoulda seen the other guy!,1.129496402877698,not_funny
"Don't give me more water, I'm flooding",1.1428571428571428,not_funny
Something to calm my nerves,1.1068702290076335,not_funny
"Hey there, barkeep! What do you have that’ll cool me down a few degrees!",1.1830065359477124,not_funny
My doctor says I have lung cancer.,1.1111111111111112,not_funny
Call me old fashioned but I prefer it with ice.,1.2164179104477613,not_funny
And I can't even get property insurance!,1.1262135922330097,not_funny
"No ice in my drink, my icecaps are melting, and you're going bald - what's the world coming to?",1.1363636363636365,not_funny
Just one drink and it goes right to my Arctic.,1.1333333333333333,not_funny
He said he was going to build a wall,1.128787878787879,not_funny
"Could I have some ice for this, please?",1.2028985507246377,not_funny
How about one more for my last orbit?,1.1904761904761905,not_funny
"...the end is near.""",1.1044776119402986,not_funny
"People are always asking how we save the planet, but never how it's actually feeling.",1.195121951219512,not_funny
"For the love of god, can I get some ice!",1.2035928143712575,not_funny
So he says Global Warming is a hoax!  Gimme another ice cube!,1.131782945736434,not_funny
"Another freshwater, please. Mine keeps getting stolen.",1.1063829787234043,not_funny
"...ya, I tell ya, I've got a world of problems!",1.1398601398601398,not_funny
You think you have troubles!,1.12751677852349,not_funny
I came here hoping for a better atmosphere.,1.2110552763819096,not_funny
I'm done with you guys!,1.1666666666666667,not_funny
Got any extra space in your cooler?,1.1209677419354838,not_funny
Is it me or is it hot in here?,1.197674418604651,not_funny
"Hey, No Shade.  I need a drink. I've done my best and there is no shade left any where.",1.094488188976378,not_funny
How can you serve me when you are on me?,1.1056910569105691,not_funny
Where in the world am I?,1.236180904522613,not_funny
I don't care. Let the bastards move elsewhere.,1.1983471074380163,not_funny
Do you have a plastic straw?,1.24,not_funny
So you don't feel like you're spinning?,1.0847457627118644,not_funny
Keep ‘em coming. I’m just warming up.,1.1666666666666667,not_funny
Excuse me! Do you think getting another cup of water is too much?,1.1166666666666667,not_funny
"AND Venus tells me that Mars went through this whole climate crisis business 2 million years ago! Can you imagine?  She says it was habitable, even beautiful,  a resort for interplanetary travelers.  BUT THEY HAD REPUBLICANS TOO!!",1.108108108108108,not_funny
"They're walking all over me, I tell ya.",1.2352941176470589,not_funny
Everybody thinks I'm too warm but my wife says I'm cold.,1.1205673758865249,not_funny
". . . “So then, I melted some glaciers, made some forest fires and spawned a few category 5 hurricanes - and still, they are not doing much to help me out”.",1.0854700854700854,not_funny
"Everyone asks about my mother, but what about me?!",1.1111111111111112,not_funny
"…so, when all the kings men couldn’t put me back together, they stuck me in this globe.",1.1300813008130082,not_funny
"I'm not drunk, I'm just a little off my axis.",1.1952662721893492,not_funny
This heat is a killer.  Make it another cold one.,1.1705426356589148,not_funny
Are you kidding me?  I'd give anything to have the  weight of a bartender on my shoulders!,1.0598290598290598,not_funny
Do you get my continental drift?,1.2200956937799043,not_funny
I'm so sick of being called flat...,1.1843575418994414,not_funny
It's like they're trying to find all my faults!,1.2026143790849673,not_funny
And then she just walked out. Said I'm not cool anymore.,1.1824324324324325,not_funny
"anything on ice for me, Sir",1.1231884057971016,not_funny
They don't get it. They can't kill me they can only kill life.,1.1083333333333334,not_funny
"So this one dog says “I made the moon disappear, top that!” Next thing I know I’m sitting here.",1.165289256198347,not_funny
"This round is on the House, the Senate, or the Executive Branch.",1.0833333333333333,not_funny
Why do you care if I have too much and tilt the wrong way,1.0973451327433628,not_funny
"Yeah, ""A globe walks into a bar."" I'm always the joke, but do I ever get a punch line?",1.1376146788990826,not_funny
"I tried to live with her,but she just keeps trying to change me.",1.0606060606060606,not_funny
So what are you telling me…there’s no more ice?,1.1221374045801529,not_funny
I'm flat and broke!,1.186335403726708,not_funny
People keep saying I'm too hot for them.,1.1870503597122302,not_funny
Just one more please… The moon is in retrograde and they’re driving me crazy!,1.0666666666666669,not_funny
"""With extra ice.",1.2136363636363636,not_funny
"I'm sure everything will be alright, is that all you got?",1.1386861313868613,not_funny
I think we have a global drink problem!,1.1521739130434785,not_funny
"Another glass of water on ?, please.",1.0708661417322836,not_funny
i'm the forgotten Mother...,1.126984126984127,not_funny
"Jeez, is everyone out of ice these days?",1.2566371681415929,not_funny
Do you want to know about the problems of the world?,1.1655172413793105,not_funny
"The Greta Thunberg-a-rita? Surprisingly, not that sour.",1.0442477876106195,not_funny
I feel like it’s the room that’s spinning,1.1796875,not_funny
Is it me or is it getting really warm in here?,1.1801242236024845,not_funny
"What a relief! I was diagnosed with Humans today. They said I could shake them in a century, maybe two. No meds; my immune system will wipe them out with a bit of heat, fire, and seawater. No big deal,another freshwater, please, and leave the bottle.",1.1,not_funny
I've got forest fires - can you give me a bigger glass?,1.181818181818182,not_funny
My in-laws from Alpha Centauri are visiting.,1.1490683229813663,not_funny
A/C not working today???,1.1700680272108843,not_funny
I'LL HAVE A METHANE SOUR ON THE ROCKS. CO2 ROCKS. OF COURSE.,1.141732283464567,not_funny
So this lady comes up and says she want to teach me how to sing.,1.2549019607843137,not_funny
I think the Earth is out of place,1.1666666666666667,not_funny
"If that's God on the phone, just say I'm cleaning up before I head home.",1.146153846153846,not_funny
"I said listen sun, give me till tomorrow, I’ll cool down ok?!",1.1843575418994414,not_funny
"So then I said: no, YOU'RE flat.",1.1901840490797546,not_funny
What in the world can I do?,1.2,not_funny
Can you turn up the air conditioning Mac?  It's getting hot in here.,1.131578947368421,not_funny
"And, don't even get me started on where Atlas was holding his hands",1.2115384615384617,not_funny
İ am afraid i will become a looser.,1.0692307692307692,not_funny
Bartender! One more for the universe.,1.1083333333333334,not_funny
I need a cold drink that's not carbonated.,1.223463687150838,not_funny
Would you phone a cab to take me back to my place? It's just between Venus and Mars.,1.1484375,not_funny
I feel as if the weight of me is on my shoulders.,1.21,not_funny
And now I keep having constant hot flashes!,1.113821138211382,not_funny
"She knew the moon and I were attracted to each other way before we got married""",1.1666666666666667,not_funny
It’s like I got the weight of the world on my shoulders.,1.1538461538461535,not_funny
… and 30% rum!,1.146153846153846,not_funny
You... you wanna give me a high five?,1.0909090909090908,not_funny
"I have enough water, thank you.",1.143939393939394,not_funny
Easy on the ice. I'm 70% water as it is.,1.1571428571428573,not_funny
Do you have anything non-carbonated?,1.2076502732240435,not_funny
"On the rocks,and quick - before that narcissist Sun gets here.",1.162962962962963,not_funny
It’s enough to make your head spin,1.2154696132596683,not_funny
"I hoped I could get together again with that comet, but she said she needed space",1.12,not_funny
"Hey, when did ice become such a hot commodity?",1.1397058823529411,not_funny
Why do they keep insisting that I am not too hot?,1.201219512195122,not_funny
"And so I said to her, ""No, I don't think everything revolves around me.""",1.174496644295302,not_funny
"My hair & rear end are on fire. I also have dry skin in funny places and I'm hot all over!  The Moon says 'get over it, just look at me!'!  Worse yet all Mother Nature mumbles, don' worry 'I'll get 'em back!'"" But what about me!",1.0592592592592591,not_funny
Another round.,1.208955223880597,not_funny
"No more hurricanes, please.",1.1538461538461535,not_funny
"So this guy bumped into me the other day, that didn’t really bother me too much, but he has started following me around everywhere whispering in my ear “I’m your Moon now, your itty bitty moon boy”.",1.0930232558139534,not_funny
The weight of the world?”… To me that’s just fat shaming,1.1327433628318584,not_funny
"I know they don't mean it, but 'the whole world just sucks' hurts.",1.1692307692307693,not_funny
Their trying to kill me!,1.0655737704918034,not_funny
It’s always the same thing.  “You look thinner in your Tinder Profile.”,1.1515151515151516,not_funny
Can’t you see I’m sweating? Why are you cutting me off?,1.0677966101694916,not_funny
"I KNEW SHE HAD A DARK SIDE, BUT  I WASN'T READY FOR A COMPLETE ECLIPSE.",1.1515151515151516,not_funny
Please just let me have a cold one for once,1.2625,not_funny
So then she said she was tired of always being in my orbit and that she wanted to be with someone cooler.,1.1111111111111112,not_funny
Do you have a local beer?,1.1185185185185185,not_funny
"You don't have any hand baskets back there, do you?",1.1603053435114503,not_funny
"Did you know that they named the ""highball"" after me!",1.186046511627907,not_funny
"Keep the change,pal. Dimes have been causing earthquakes.",1.1382113821138211,not_funny
