AllPunc,Linguistic,function,verb,BigWords,pronoun,Dic,det,Analytic,ppron,Period,auxverb,WPS,Authentic,prep,WC,Social,Cognition,Perception,allure,cogproc,article,focuspresent,Clout,ipron,i,adverb,adj,socrefs,Apostro,label,mean
20.0,75.0,60.0,25.0,20.0,20.0,95.0,10.0,15.41,20.0,5.0,15.0,20.0,7.03,15.0,20,10.0,15.0,5.0,10.0,15.0,5.0,0.0,40.06,0.0,10.0,10.0,10.0,10.0,10.0,funny,1.510808646917534
28.57,85.71,71.43,14.29,14.29,14.29,85.71,42.86,56.86,14.29,14.29,0.0,7.0,1.0,0.0,7,14.29,14.29,0.0,14.29,0.0,14.29,0.0,99.0,0.0,0.0,0.0,0.0,14.29,14.29,funny,1.5165806927044951
18.18,81.82,54.55,45.45,9.09,18.18,90.91,9.09,6.68,9.09,9.09,18.18,11.0,50.45,18.18,11,18.18,0.0,9.09,0.0,0.0,0.0,9.09,99.0,9.09,0.0,9.09,9.09,18.18,9.09,funny,1.6
60.0,60.0,60.0,20.0,40.0,20.0,100.0,0.0,3.8,20.0,20.0,20.0,5.0,1.0,20.0,5,60.0,0.0,0.0,0.0,0.0,0.0,20.0,99.0,0.0,0.0,20.0,0.0,20.0,20.0,funny,1.5473061760840998
53.85,69.23,53.85,30.77,0.0,23.08,100.0,0.0,1.0,7.69,0.0,15.38,13.0,1.0,0.0,13,7.69,30.77,0.0,0.0,15.38,0.0,23.08,40.06,15.38,0.0,15.38,0.0,7.69,23.08,funny,1.550256786500367
12.5,79.17,62.5,20.83,12.5,20.83,91.67,8.33,82.63,20.83,4.17,4.17,24.0,99.0,29.17,24,8.33,4.17,20.83,12.5,4.17,4.17,0.0,6.61,0.0,16.67,4.17,0.0,4.17,4.17,funny,1.540903540903541
25.0,62.5,50.0,25.0,25.0,25.0,75.0,12.5,62.1,25.0,12.5,12.5,8.0,15.38,12.5,8,25.0,0.0,12.5,12.5,0.0,12.5,12.5,99.0,0.0,0.0,0.0,0.0,25.0,12.5,funny,1.7160804020100502
25.0,100.0,75.0,37.5,0.0,37.5,100.0,25.0,1.0,25.0,12.5,12.5,8.0,99.0,12.5,8,25.0,12.5,12.5,0.0,12.5,0.0,0.0,40.06,12.5,12.5,0.0,0.0,12.5,12.5,funny,1.6679306608884077
50.0,66.67,66.67,16.67,0.0,16.67,83.33,16.67,49.68,0.0,16.67,16.67,6.0,1.0,16.67,6,0.0,33.33,0.0,0.0,33.33,16.67,16.67,40.06,16.67,0.0,16.67,16.67,0.0,16.67,funny,1.5366528354080222
18.75,68.75,62.5,12.5,12.5,18.75,93.75,6.25,89.52,18.75,6.25,6.25,8.0,99.0,25.0,16,25.0,6.25,25.0,6.25,6.25,6.25,0.0,99.0,0.0,0.0,0.0,0.0,18.75,0.0,funny,1.7448979591836735
20.0,90.0,70.0,30.0,20.0,30.0,100.0,20.0,1.0,20.0,10.0,20.0,10.0,99.0,0.0,10,0.0,20.0,0.0,10.0,20.0,10.0,10.0,1.0,10.0,20.0,10.0,10.0,0.0,10.0,funny,1.654519971969166
25.0,66.67,58.33,25.0,16.67,16.67,91.67,25.0,49.68,8.33,8.33,16.67,12.0,99.0,16.67,12,0.0,8.33,16.67,8.33,8.33,8.33,8.33,6.61,8.33,8.33,0.0,8.33,0.0,8.33,funny,1.5481335952848725
33.33,66.67,66.67,11.11,33.33,0.0,77.78,22.22,98.16,0.0,11.11,11.11,9.0,10.18,22.22,9,0.0,11.11,11.11,11.11,0.0,22.22,11.11,2.75,0.0,0.0,11.11,0.0,0.0,11.11,funny,1.515228426395939
11.76,70.59,58.82,17.65,17.65,11.76,82.35,17.65,79.1,11.76,5.88,11.76,17.0,97.97,17.65,17,5.88,11.76,5.88,5.88,11.76,11.76,11.76,1.0,0.0,11.76,0.0,11.76,0.0,5.88,funny,1.6009582477754962
23.08,76.92,61.54,30.77,0.0,15.38,92.31,7.69,4.85,15.38,7.69,15.38,6.5,1.0,7.69,13,15.38,23.08,0.0,7.69,23.08,7.69,7.69,98.04,0.0,0.0,15.38,0.0,15.38,0.0,funny,1.5653568564554932
12.5,87.5,62.5,37.5,12.5,12.5,100.0,12.5,5.64,12.5,12.5,25.0,8.0,15.38,0.0,8,0.0,37.5,12.5,12.5,37.5,12.5,12.5,1.71,0.0,12.5,12.5,12.5,0.0,0.0,funny,1.6193957115009747
63.64,72.73,63.64,9.09,18.18,18.18,90.91,27.27,71.44,18.18,45.45,9.09,3.67,1.0,9.09,11,18.18,18.18,18.18,0.0,0.0,9.09,0.0,99.0,0.0,0.0,0.0,0.0,18.18,0.0,funny,1.5336225596529285
50.0,58.33,50.0,16.67,16.67,33.33,83.33,8.33,26.1,33.33,16.67,8.33,6.0,39.59,16.67,12,41.67,25.0,0.0,0.0,25.0,0.0,8.33,99.0,0.0,8.33,0.0,0.0,41.67,16.67,funny,1.7184251968503936
25.0,83.33,75.0,16.67,16.67,25.0,100.0,8.33,10.19,16.67,8.33,16.67,12.0,99.0,16.67,12,16.67,41.67,8.33,0.0,41.67,8.33,16.67,6.61,8.33,8.33,8.33,0.0,16.67,8.33,funny,1.502016129032258
90.91,81.82,45.45,18.18,18.18,18.18,81.82,18.18,1.5,18.18,9.09,9.09,11.0,95.15,0.0,11,27.27,18.18,0.0,0.0,18.18,0.0,18.18,1.0,0.0,9.09,0.0,9.09,9.09,45.45,funny,1.6536989795918366
9.09,81.82,63.64,18.18,18.18,18.18,90.91,9.09,71.44,0.0,9.09,0.0,11.0,50.45,27.27,11,9.09,9.09,18.18,27.27,9.09,0.0,9.09,40.06,18.18,0.0,9.09,0.0,0.0,0.0,funny,1.527736131934033
15.38,100.0,69.23,46.15,7.69,30.77,100.0,0.0,1.0,23.08,0.0,30.77,13.0,30.98,7.69,13,15.38,23.08,0.0,0.0,23.08,0.0,30.77,98.04,7.69,7.69,0.0,15.38,15.38,7.69,funny,1.556712962962963
50.0,50.0,50.0,25.0,25.0,50.0,75.0,25.0,1.0,25.0,25.0,25.0,4.0,89.39,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,25.0,40.06,25.0,25.0,0.0,0.0,25.0,25.0,funny,1.507785032646911
11.11,77.78,44.44,22.22,0.0,0.0,100.0,22.22,99.0,0.0,11.11,0.0,9.0,99.0,11.11,9,11.11,22.22,11.11,22.22,11.11,22.22,0.0,92.24,0.0,0.0,11.11,11.11,11.11,0.0,funny,1.6371841155234657
20.0,60.0,60.0,0.0,20.0,40.0,100.0,10.0,15.41,30.0,10.0,0.0,10.0,98.38,20.0,10,40.0,10.0,0.0,0.0,10.0,0.0,0.0,89.5,10.0,20.0,0.0,0.0,20.0,0.0,funny,1.5619757688723206
71.43,85.71,57.14,57.14,28.57,28.57,85.71,0.0,1.0,28.57,14.29,28.57,3.5,24.32,0.0,7,28.57,14.29,0.0,0.0,14.29,0.0,14.29,97.11,0.0,14.29,14.29,0.0,14.29,14.29,funny,1.538327526132404
40.0,80.0,80.0,40.0,0.0,20.0,100.0,0.0,1.0,20.0,20.0,40.0,5.0,63.35,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,20.0,0.0,0.0,0.0,20.0,funny,1.5359223300970877
14.29,71.43,71.43,14.29,0.0,28.57,100.0,14.29,2.35,28.57,0.0,14.29,7.0,97.09,14.29,7,14.29,0.0,14.29,0.0,0.0,0.0,0.0,97.11,0.0,14.29,14.29,0.0,14.29,0.0,funny,1.6008880118401578
33.33,55.56,44.44,22.22,11.11,22.22,88.89,22.22,66.04,22.22,0.0,11.11,4.5,77.17,11.11,9,0.0,0.0,0.0,0.0,0.0,11.11,11.11,1.0,0.0,22.22,0.0,0.0,0.0,11.11,funny,1.5287009063444108
20.0,80.0,50.0,30.0,20.0,30.0,80.0,10.0,1.0,30.0,10.0,10.0,10.0,7.03,0.0,10,40.0,30.0,10.0,10.0,30.0,0.0,10.0,99.0,0.0,0.0,0.0,10.0,30.0,0.0,funny,1.5208913649025069
12.5,62.5,50.0,12.5,25.0,12.5,75.0,25.0,62.1,12.5,12.5,12.5,8.0,89.39,12.5,8,0.0,12.5,12.5,12.5,0.0,0.0,12.5,1.71,0.0,12.5,0.0,12.5,0.0,0.0,funny,1.544069640914037
11.11,88.89,66.67,22.22,22.22,22.22,88.89,11.11,33.38,22.22,11.11,0.0,9.0,10.18,22.22,9,22.22,0.0,0.0,11.11,0.0,0.0,0.0,99.0,0.0,0.0,11.11,0.0,22.22,0.0,funny,1.595880681818182
10.0,80.0,60.0,20.0,20.0,20.0,90.0,10.0,89.52,20.0,0.0,0.0,10.0,99.0,20.0,10,0.0,10.0,20.0,0.0,10.0,10.0,0.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0,funny,1.5294117647058822
44.44,88.89,66.67,33.33,0.0,0.0,88.89,33.33,89.52,0.0,0.0,11.11,4.5,99.0,22.22,9,0.0,33.33,22.22,44.44,11.11,11.11,11.11,1.0,0.0,0.0,0.0,11.11,0.0,0.0,funny,1.700274977085243
43.75,68.75,56.25,31.25,6.25,37.5,75.0,25.0,1.0,12.5,6.25,25.0,16.0,1.63,0.0,16,12.5,6.25,0.0,0.0,6.25,12.5,25.0,94.84,25.0,0.0,0.0,6.25,12.5,31.25,funny,1.5636094674556211
11.11,88.89,66.67,22.22,33.33,22.22,100.0,11.11,1.78,11.11,11.11,11.11,9.0,99.0,0.0,9,0.0,44.44,11.11,0.0,44.44,11.11,0.0,1.0,11.11,11.11,22.22,22.22,0.0,0.0,funny,1.601063829787234
21.05,84.21,63.16,21.05,10.53,15.79,89.47,21.05,80.4,10.53,5.26,10.53,9.5,99.0,26.32,19,10.53,10.53,21.05,5.26,5.26,5.26,10.53,70.59,5.26,5.26,10.53,15.79,5.26,10.53,funny,1.6354243542435425
20.0,70.0,60.0,30.0,0.0,10.0,90.0,10.0,89.52,10.0,10.0,20.0,10.0,1.0,20.0,10,20.0,10.0,0.0,10.0,0.0,10.0,0.0,99.0,0.0,0.0,0.0,0.0,10.0,0.0,funny,1.6133828996282529
42.86,71.43,42.86,42.86,0.0,14.29,85.71,14.29,56.86,14.29,14.29,28.57,7.0,1.0,14.29,7,28.57,14.29,0.0,14.29,14.29,14.29,14.29,99.0,0.0,0.0,0.0,14.29,28.57,14.29,funny,1.5595175668589407
28.57,71.43,42.86,28.57,14.29,28.57,85.71,14.29,18.12,28.57,14.29,14.29,7.0,97.09,0.0,7,14.29,0.0,0.0,0.0,0.0,14.29,14.29,97.11,0.0,14.29,0.0,14.29,14.29,14.29,funny,1.6721560130010835
60.0,60.0,60.0,20.0,20.0,20.0,60.0,20.0,89.52,0.0,40.0,20.0,2.5,63.35,20.0,5,0.0,0.0,20.0,0.0,0.0,20.0,20.0,40.06,20.0,0.0,0.0,0.0,0.0,20.0,funny,1.672883787661406
0.0,75.0,50.0,25.0,12.5,12.5,100.0,25.0,98.55,12.5,0.0,0.0,8.0,15.38,12.5,8,37.5,12.5,0.0,0.0,12.5,12.5,12.5,94.84,0.0,0.0,0.0,0.0,12.5,0.0,funny,1.578512396694215
27.27,63.64,54.55,18.18,36.36,18.18,100.0,9.09,97.37,9.09,18.18,9.09,5.5,95.15,27.27,11,27.27,9.09,27.27,0.0,0.0,9.09,18.18,99.0,9.09,0.0,0.0,0.0,18.18,9.09,funny,1.636058981233244
21.43,85.71,64.29,28.57,21.43,21.43,92.86,7.14,2.35,21.43,7.14,14.29,14.0,97.09,7.14,14,21.43,21.43,7.14,0.0,21.43,7.14,0.0,1.0,0.0,14.29,7.14,7.14,7.14,7.14,funny,1.6361014994232987
11.76,82.35,70.59,23.53,11.76,23.53,100.0,17.65,7.78,23.53,5.88,17.65,17.0,99.0,17.65,17,11.76,17.65,17.65,5.88,17.65,0.0,0.0,40.06,0.0,11.76,0.0,5.88,11.76,5.88,funny,1.626486915146709
20.0,80.0,40.0,20.0,40.0,20.0,100.0,40.0,89.52,0.0,20.0,0.0,5.0,99.0,0.0,5,20.0,40.0,0.0,0.0,40.0,20.0,20.0,40.06,20.0,0.0,0.0,20.0,0.0,0.0,funny,1.6263079222720478
22.22,72.22,61.11,16.67,5.56,5.56,94.44,22.22,99.0,0.0,5.56,11.11,18.0,10.18,22.22,18,11.11,11.11,5.56,5.56,11.11,16.67,5.56,72.07,5.56,0.0,0.0,0.0,5.56,5.56,funny,1.52276295133438
37.5,87.5,62.5,37.5,37.5,25.0,100.0,12.5,1.0,12.5,12.5,12.5,8.0,99.0,0.0,8,0.0,25.0,12.5,0.0,25.0,12.5,12.5,1.0,12.5,12.5,12.5,0.0,0.0,12.5,funny,1.5377593360995852
27.78,77.78,66.67,11.11,5.56,16.67,94.44,22.22,89.52,5.56,5.56,5.56,18.0,77.17,16.67,18,11.11,22.22,11.11,5.56,16.67,16.67,5.56,72.07,11.11,5.56,5.56,5.56,11.11,0.0,funny,1.5179738562091505
50.0,75.0,50.0,50.0,25.0,25.0,75.0,0.0,26.1,25.0,25.0,25.0,4.0,1.0,25.0,4,25.0,0.0,0.0,0.0,0.0,0.0,25.0,99.0,0.0,0.0,0.0,0.0,25.0,25.0,funny,1.5915324985092427
40.0,40.0,40.0,0.0,20.0,20.0,80.0,20.0,89.52,20.0,20.0,0.0,5.0,63.35,20.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,20.0,funny,1.56686626746507
11.11,55.56,55.56,0.0,11.11,22.22,88.89,11.11,89.52,22.22,11.11,0.0,9.0,99.0,22.22,9,0.0,0.0,11.11,11.11,0.0,11.11,0.0,1.0,0.0,22.22,0.0,0.0,0.0,0.0,funny,1.5798442064264848
12.5,87.5,75.0,25.0,0.0,37.5,100.0,12.5,1.0,37.5,0.0,12.5,8.0,89.39,0.0,8,25.0,25.0,0.0,0.0,25.0,0.0,0.0,1.71,0.0,25.0,0.0,0.0,12.5,0.0,funny,1.573797007682976
15.38,53.85,46.15,15.38,23.08,7.69,84.62,7.69,99.0,7.69,7.69,7.69,13.0,81.58,23.08,13,0.0,7.69,15.38,7.69,7.69,7.69,7.69,7.93,0.0,7.69,0.0,0.0,0.0,0.0,funny,1.7176581680830971
40.0,80.0,60.0,40.0,0.0,20.0,80.0,20.0,89.52,20.0,20.0,20.0,5.0,63.35,20.0,5,20.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,20.0,funny,1.6385756676557863
33.33,50.0,33.33,16.67,0.0,33.33,66.67,16.67,10.19,33.33,16.67,0.0,6.0,99.0,0.0,6,0.0,0.0,0.0,16.67,0.0,0.0,0.0,1.0,0.0,33.33,0.0,16.67,0.0,16.67,funny,1.5248508946322068
30.0,80.0,70.0,30.0,0.0,20.0,90.0,0.0,3.8,20.0,20.0,20.0,5.0,98.38,20.0,10,10.0,60.0,0.0,0.0,60.0,0.0,10.0,89.5,0.0,10.0,20.0,0.0,10.0,10.0,funny,1.618535374431113
20.0,66.67,60.0,20.0,20.0,20.0,93.33,20.0,1.16,13.33,0.0,13.33,15.0,99.0,0.0,15,20.0,26.67,13.33,0.0,26.67,6.67,6.67,10.48,6.67,6.67,6.67,0.0,13.33,6.67,funny,1.6323099415204678
0.0,87.5,50.0,37.5,12.5,12.5,87.5,0.0,26.1,12.5,0.0,25.0,8.0,1.0,12.5,8,12.5,25.0,25.0,12.5,25.0,0.0,0.0,99.0,0.0,0.0,0.0,25.0,12.5,0.0,funny,1.5555555555555556
14.29,71.43,71.43,14.29,0.0,14.29,85.71,14.29,2.35,14.29,14.29,14.29,7.0,24.32,0.0,7,14.29,42.86,0.0,0.0,42.86,14.29,0.0,40.06,0.0,0.0,14.29,0.0,14.29,0.0,funny,1.5944444444444446
25.0,83.33,66.67,25.0,8.33,25.0,100.0,8.33,1.0,25.0,8.33,16.67,12.0,39.59,8.33,12,25.0,33.33,25.0,33.33,33.33,0.0,16.67,99.0,0.0,0.0,8.33,8.33,25.0,0.0,funny,1.6602830974188176
0.0,33.33,33.33,0.0,33.33,0.0,66.67,0.0,99.0,0.0,0.0,0.0,3.0,1.0,33.33,3,33.33,0.0,0.0,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,0.0,0.0,0.0,funny,1.510385756676558
30.0,80.0,80.0,20.0,10.0,20.0,100.0,10.0,1.0,20.0,0.0,20.0,10.0,98.38,10.0,10,30.0,30.0,10.0,0.0,30.0,10.0,20.0,99.0,0.0,0.0,10.0,0.0,30.0,10.0,funny,1.5692934782608696
22.22,66.67,55.56,11.11,22.22,22.22,77.78,22.22,33.38,11.11,11.11,11.11,9.0,99.0,11.11,9,11.11,11.11,11.11,0.0,11.11,11.11,11.11,92.24,11.11,0.0,11.11,11.11,11.11,11.11,funny,1.502202643171806
20.0,80.0,80.0,20.0,0.0,0.0,100.0,20.0,1.0,0.0,20.0,20.0,5.0,99.0,0.0,5,0.0,40.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,funny,1.5463917525773196
50.0,75.0,58.33,8.33,8.33,16.67,91.67,16.67,1.0,16.67,8.33,0.0,12.0,89.39,0.0,12,33.33,25.0,0.0,8.33,16.67,8.33,8.33,99.0,0.0,0.0,16.67,8.33,25.0,16.67,funny,1.5097402597402598
12.5,62.5,62.5,12.5,12.5,25.0,75.0,12.5,62.1,25.0,0.0,12.5,8.0,15.38,12.5,8,25.0,12.5,12.5,0.0,12.5,12.5,12.5,99.0,0.0,12.5,0.0,0.0,25.0,0.0,funny,1.5723234624145783
16.67,50.0,41.67,0.0,25.0,8.33,83.33,16.67,99.0,8.33,8.33,0.0,12.0,89.39,16.67,12,25.0,0.0,8.33,0.0,0.0,16.67,0.0,40.06,0.0,8.33,0.0,8.33,8.33,0.0,funny,1.5384122919334189
50.0,78.57,50.0,35.71,14.29,14.29,85.71,14.29,76.24,14.29,7.14,14.29,4.67,72.58,14.29,14,14.29,0.0,7.14,7.14,0.0,14.29,7.14,40.06,0.0,7.14,0.0,0.0,7.14,7.14,funny,1.554670528602462
14.29,85.71,71.43,28.57,14.29,28.57,100.0,28.57,18.12,28.57,14.29,14.29,7.0,1.0,0.0,7,42.86,42.86,0.0,0.0,14.29,14.29,0.0,99.0,0.0,0.0,0.0,0.0,42.86,0.0,funny,1.541501976284585
0.0,33.33,33.33,0.0,33.33,33.33,66.67,0.0,10.19,33.33,0.0,0.0,3.0,99.0,0.0,3,33.33,0.0,0.0,33.33,0.0,0.0,0.0,1.0,0.0,33.33,0.0,0.0,0.0,0.0,funny,1.5530791788856304
33.33,100.0,66.67,16.67,16.67,50.0,100.0,16.67,1.0,33.33,0.0,0.0,3.0,99.0,0.0,6,16.67,16.67,0.0,16.67,16.67,0.0,16.67,98.75,16.67,16.67,16.67,0.0,16.67,0.0,funny,1.548498845265589
0.0,71.43,57.14,14.29,28.57,28.57,85.71,14.29,89.52,14.29,0.0,0.0,7.0,99.0,28.57,7,0.0,14.29,28.57,14.29,14.29,0.0,0.0,1.0,14.29,14.29,0.0,0.0,0.0,0.0,funny,1.6989651928504232
28.57,71.43,57.14,0.0,0.0,14.29,85.71,28.57,1.0,0.0,0.0,0.0,7.0,97.09,0.0,7,0.0,42.86,14.29,0.0,42.86,0.0,0.0,40.06,14.29,0.0,28.57,14.29,0.0,14.29,funny,1.532588454376164
14.29,57.14,42.86,14.29,28.57,7.14,85.71,7.14,89.52,7.14,7.14,7.14,14.0,72.58,14.29,14,7.14,0.0,7.14,7.14,0.0,7.14,7.14,9.23,0.0,7.14,7.14,7.14,0.0,0.0,funny,1.5498967653131452
25.0,75.0,50.0,25.0,25.0,25.0,75.0,25.0,89.52,25.0,25.0,0.0,4.0,99.0,0.0,4,0.0,25.0,0.0,0.0,25.0,25.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,funny,1.6105303910181958
36.36,72.73,63.64,36.36,9.09,36.36,90.91,9.09,1.0,18.18,9.09,27.27,11.0,95.15,0.0,11,9.09,0.0,9.09,9.09,0.0,0.0,18.18,5.27,18.18,18.18,9.09,0.0,9.09,9.09,funny,1.5446859903381642
33.33,77.78,66.67,22.22,22.22,22.22,94.44,11.11,1.0,16.67,5.56,16.67,18.0,99.0,0.0,18,5.56,11.11,16.67,5.56,11.11,11.11,11.11,13.82,5.56,11.11,11.11,0.0,5.56,5.56,funny,1.7010250569476082
33.33,91.67,75.0,25.0,0.0,41.67,91.67,25.0,1.0,16.67,8.33,16.67,6.0,89.39,8.33,12,16.67,33.33,8.33,8.33,16.67,0.0,16.67,98.75,25.0,0.0,8.33,8.33,16.67,16.67,funny,1.5129533678756475
0.0,84.62,61.54,30.77,0.0,23.08,92.31,15.38,89.52,15.38,0.0,7.69,13.0,2.93,23.08,13,15.38,30.77,7.69,15.38,30.77,7.69,7.69,99.0,7.69,0.0,0.0,7.69,15.38,0.0,funny,1.5904027420736933
54.55,72.73,36.36,18.18,9.09,9.09,81.82,27.27,97.37,9.09,18.18,0.0,5.5,5.07,0.0,11,0.0,0.0,27.27,18.18,0.0,18.18,0.0,5.27,0.0,9.09,0.0,18.18,0.0,36.36,funny,1.533846153846154
27.27,81.82,72.73,36.36,9.09,27.27,90.91,18.18,6.68,27.27,0.0,18.18,11.0,95.15,9.09,11,27.27,9.09,9.09,0.0,9.09,9.09,0.0,86.82,0.0,9.09,0.0,0.0,18.18,0.0,funny,1.5901038485033598
20.0,70.0,50.0,30.0,20.0,30.0,90.0,20.0,1.0,20.0,0.0,10.0,10.0,63.35,0.0,10,20.0,10.0,20.0,10.0,10.0,0.0,10.0,99.0,10.0,0.0,10.0,0.0,20.0,10.0,funny,1.7073933437569802
33.33,83.33,66.67,16.67,0.0,33.33,100.0,16.67,49.68,33.33,16.67,0.0,6.0,99.0,16.67,6,16.67,0.0,33.33,0.0,0.0,0.0,0.0,98.75,0.0,16.67,0.0,16.67,16.67,0.0,funny,1.824390243902439
46.15,69.23,69.23,7.69,15.38,23.08,100.0,7.69,1.0,7.69,30.77,7.69,13.0,98.89,15.38,13,7.69,7.69,15.38,0.0,0.0,0.0,7.69,40.06,15.38,7.69,7.69,0.0,7.69,15.38,funny,1.6344238975817924
60.0,80.0,60.0,40.0,20.0,20.0,80.0,20.0,89.52,0.0,0.0,20.0,2.5,63.35,20.0,5,0.0,0.0,40.0,40.0,0.0,20.0,20.0,40.06,20.0,0.0,0.0,0.0,0.0,20.0,funny,1.5333333333333334
40.0,80.0,60.0,40.0,20.0,20.0,80.0,20.0,39.7,20.0,20.0,20.0,5.0,1.0,0.0,5,20.0,20.0,0.0,0.0,20.0,20.0,0.0,99.0,0.0,0.0,0.0,0.0,20.0,20.0,funny,1.5201207243460764
30.0,60.0,50.0,10.0,10.0,10.0,100.0,20.0,89.52,0.0,20.0,10.0,5.0,99.0,10.0,10,10.0,0.0,40.0,10.0,0.0,20.0,0.0,89.5,10.0,0.0,10.0,10.0,10.0,10.0,funny,1.6403669724770642
12.5,62.5,50.0,12.5,25.0,12.5,75.0,25.0,62.1,12.5,12.5,0.0,8.0,15.38,12.5,8,12.5,12.5,12.5,0.0,12.5,12.5,0.0,99.0,0.0,0.0,25.0,0.0,12.5,0.0,funny,1.8325666973321064
42.86,71.43,57.14,28.57,28.57,28.57,85.71,0.0,2.35,14.29,0.0,14.29,7.0,97.09,14.29,7,0.0,28.57,0.0,0.0,28.57,0.0,28.57,1.0,14.29,14.29,0.0,0.0,0.0,14.29,funny,1.60347551342812
14.29,100.0,57.14,42.86,0.0,42.86,100.0,0.0,18.12,28.57,14.29,0.0,7.0,1.0,14.29,7,28.57,14.29,28.57,28.57,14.29,0.0,0.0,99.0,14.29,0.0,0.0,0.0,28.57,0.0,funny,1.5223214285714286
22.22,77.78,55.56,22.22,33.33,22.22,100.0,11.11,10.19,22.22,11.11,11.11,9.0,99.0,11.11,9,22.22,11.11,33.33,0.0,11.11,11.11,11.11,99.0,0.0,0.0,11.11,11.11,22.22,11.11,funny,1.7047213622291022
12.5,75.0,50.0,37.5,12.5,12.5,87.5,0.0,89.52,12.5,12.5,12.5,8.0,89.39,25.0,8,0.0,12.5,0.0,0.0,12.5,0.0,0.0,1.71,0.0,12.5,0.0,0.0,0.0,0.0,funny,1.6216586703221385
25.0,75.0,50.0,0.0,25.0,0.0,100.0,0.0,89.52,0.0,0.0,0.0,4.0,1.0,25.0,4,25.0,0.0,0.0,50.0,0.0,0.0,0.0,99.0,0.0,0.0,25.0,50.0,25.0,0.0,funny,1.559978189749182
40.0,80.0,80.0,40.0,20.0,0.0,100.0,40.0,3.8,0.0,0.0,40.0,5.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,funny,1.5213483146067417
11.11,66.67,44.44,22.22,22.22,22.22,77.78,22.22,10.19,22.22,11.11,0.0,9.0,99.0,0.0,9,11.11,11.11,0.0,11.11,11.11,11.11,0.0,1.0,0.0,22.22,11.11,0.0,0.0,0.0,funny,1.563265306122449
40.0,80.0,60.0,40.0,20.0,10.0,90.0,20.0,39.7,10.0,10.0,20.0,10.0,7.03,10.0,10,20.0,0.0,10.0,0.0,0.0,10.0,10.0,99.0,0.0,0.0,10.0,0.0,10.0,30.0,funny,1.7131578947368422
25.0,75.0,50.0,0.0,25.0,25.0,75.0,25.0,26.1,0.0,25.0,0.0,4.0,89.39,25.0,4,0.0,25.0,0.0,25.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,25.0,0.0,0.0,funny,1.5138004246284502
18.18,81.82,63.64,18.18,18.18,27.27,90.91,27.27,89.52,9.09,9.09,9.09,11.0,1.0,18.18,11,18.18,9.09,0.0,0.0,9.09,18.18,18.18,86.82,18.18,0.0,0.0,9.09,9.09,9.09,funny,1.5253863134657837
18.18,72.73,45.45,18.18,27.27,18.18,81.82,9.09,71.44,18.18,0.0,9.09,11.0,5.07,9.09,11,36.36,9.09,9.09,9.09,9.09,9.09,9.09,99.0,0.0,9.09,0.0,9.09,18.18,0.0,funny,1.5476519337016574
8.33,75.0,66.67,33.33,0.0,16.67,91.67,8.33,1.0,8.33,8.33,25.0,12.0,1.0,0.0,12,8.33,8.33,8.33,8.33,8.33,8.33,0.0,98.75,8.33,0.0,16.67,0.0,8.33,0.0,funny,1.542857142857143
50.0,75.0,75.0,25.0,25.0,50.0,100.0,25.0,1.0,25.0,0.0,25.0,4.0,1.0,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,25.0,99.0,25.0,0.0,0.0,0.0,25.0,0.0,funny,1.5310734463276836
14.29,42.86,42.86,0.0,14.29,14.29,100.0,14.29,89.52,14.29,14.29,0.0,7.0,97.09,14.29,7,28.57,14.29,0.0,0.0,14.29,14.29,0.0,97.11,0.0,14.29,0.0,0.0,28.57,0.0,funny,1.6883033419023137
22.22,88.89,66.67,33.33,22.22,11.11,100.0,11.11,98.16,0.0,11.11,11.11,9.0,99.0,33.33,9,0.0,11.11,33.33,44.44,11.11,11.11,22.22,40.06,11.11,0.0,11.11,0.0,0.0,11.11,funny,1.632582322357019
11.11,77.78,55.56,22.22,22.22,22.22,77.78,11.11,33.38,11.11,11.11,0.0,9.0,10.18,11.11,9,22.22,0.0,11.11,11.11,0.0,11.11,11.11,99.0,11.11,0.0,11.11,0.0,11.11,0.0,funny,1.617117117117117
66.67,16.67,16.67,0.0,50.0,0.0,66.67,0.0,99.0,0.0,16.67,0.0,6.0,39.59,16.67,6,16.67,0.0,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.0,0.0,16.67,16.67,funny,1.6619354838709677
40.0,80.0,60.0,40.0,40.0,40.0,100.0,0.0,1.0,40.0,20.0,20.0,5.0,99.0,0.0,5,0.0,20.0,0.0,0.0,20.0,0.0,20.0,1.0,0.0,40.0,20.0,0.0,0.0,20.0,funny,1.5674562306900104
