caption,rating
Tough sales meeting today. I was bullied by Jupiter 'cuz I referred to Pluto as an out-of-market PLANET.,not_funny
Why can't you understand that just because I'm drunk doesn't mean I have a drinking problem.,not_funny
"I've had a fever, can I get some ice?",funny
I've spun out of control.,somewhat_funny
"Just because I’m 3/4ths water, doesn’t mean this drink should be.",not_funny
He had 7 rings so she chose him.,not_funny
It's not the alcohol.  I'm naturally vertiginous.,not_funny
"The experts all say to drink more water, but then they told me my water levels are rising too high.",not_funny
THAT LUCKY 'OLE SUN ROLLS AROUND HEAVEN WHILE I HAVE TO DEAL WITH YOU GUYS!!!,not_funny
"""Next round is on me""",somewhat_funny
She left me for another planet.,not_funny
"I know I'm three-fifths water, but even I need a drink now and then.",not_funny
Have you seen my sun?,somewhat_funny
Pluto? The guy’s not even a planet anymore.,not_funny
"I told them that crew they brought in 300,000 years ago was going to drive the place into the ground.",not_funny
Isn't it normal to move to a warmer state when you get older?,not_funny
We're screwed !,somewhat_funny
Why do they call me the blue planet? How much time have ya got?,not_funny
There's just so much I can take.. let them go to Mars!,funny
First I was square. Then I was 80% water. When will this end?,not_funny
"A very LARGE asteroid, straight up please…",not_funny
"I just feel like nobody cares about me anymore, you know?",not_funny
Those North Korean rockets are a nuisance.,not_funny
There's word out,somewhat_funny
"I've got plenty of water, but I could use more food.",not_funny
I feel like I have the whole world on my shoulders!,not_funny
"I'm sorry,but I'm going to have to cut you off. Floods and earthquakes while drunk just aren't funny.",not_funny
Drinks for everyone on me!,somewhat_funny
"...and she said, ""Buddy, you're in a world of hurt.""",not_funny
Hey !  Did you forget about me ?,not_funny
Even Charlie Chaplin won't play with me anymore!,not_funny
"I can’t get any sleep, there’s always a part of me going",not_funny
My populations just don't understand me.,not_funny
"Bartender, what on earth is going on ?",not_funny
The problem is that none of the other planets understand me.,not_funny
"I don't get it. Everyone says I'm getting hotter, but I still can't get a text back.",not_funny
What if they can't stop feral swine? Or the lantern fly gets a foothold? And don't even get me started about the Emerald  ash borer! You can't get a good ash bat anymore. That's why Major  League averages are down so much. Not enough ash wood bats!,not_funny
"We had a moment when you guys re-introduced wolves, but since then I’ve taken some hits.",not_funny
"I just feel small.  And the hot flushes, oi!",not_funny
Close my tab. I’ve got the spins.,not_funny
Have you seen my buddies Pluto and Mars?  We haven't run into each other in a long time.,funny
"Ans so I told them, The older I get the more hot flashes I get. They still don't understand!",not_funny
"Seriously, dude?  A glass of water?  For my melting glaciers?",not_funny
Can you put some ice in it??  I'm burning up here.,funny
"With all these hot flashes, I must be going through menopause.",not_funny
… and then she says I am too into earthly pleasures…,not_funny
I can feel my temperature rising.,not_funny
"So I say, ""Ok mother, but a little nurture wouldn't hurt""",not_funny
God and an astrophysicist walked to a bar.....,not_funny
"All the talk is terraforming Mars, colonizing the Moon, exploring the moons of Jupiter…I’m standing right here!",funny
"They say it's terminal, but I'm hoping they find a cure before it's too late.",not_funny
"Hey, Norm, you got anything stiffer?",not_funny
Hand to God - what on Earth is going on!?,not_funny
It's not my fault the ice cube keeps melting.,funny
"I’m not flat, but this soda is",not_funny
I need another shot of Kyoto.,not_funny
I'm tired of the same old orbit.,not_funny
Do you ever get the feeling that things are crawling all over you?,not_funny
Why is everyone angry at me? I’m just one of God’s trillions of soccer balls!,not_funny
I keep getting this fever but the doctor says it's nothing.,not_funny
"Would you mind freshening this up,my ice is all melting.",funny
Seems like I can't get anything on ice anymore.,funny
I don’t understand it. If  I ’m such a hottie how come I can’t pick up chicks?,not_funny
"I love 'em to death, but my kids are killing me!",not_funny
"No, it’s not the end. I’m just a yard sale globe.",not_funny
Do you know who 'Henny-Penny' is?,not_funny
"I'm not smoking, I swear.",somewhat_funny
I ordered this on my rocks.,not_funny
I'll have one last round for Mankind !,not_funny
I'll have a gin and tectonic...my plates feel slightly askew.,not_funny
"And then she says, ‘this is just a natural cycle!’ I’m so steamed!",not_funny
"The hot flashes are getting more frequent, and worse!",not_funny
Is it getting warm in here?,not_funny
Make mine AlkaSeltzer,somewhat_funny
It's been a really tough year!,not_funny
It’s you. Hi. You’re the problem it’s you.,not_funny
Is it me or is it warm in here?”,not_funny
My problems are bigger than global warming.,not_funny
That was some drink! Better have all the king’s horses and all the king’s men as well as all the democracies ready…I’m going to hit the dirt.,not_funny
"My fever just isn’t subsiding, and my doctor won’t see me!",not_funny
Do you want to go around the world or not?,not_funny
"I am hot as hell in here,but I  hate to ask you to turn the AC down",not_funny
"I bought everybody a round, but it was flat!",not_funny
Could ya put more ice in my drink?  I really need to cool down.,funny
"By the looks of that hairline, I see your polar icecaps are melting too",funny
"And, I am the weight on your shoulders.",not_funny
"If my wife calls, I wasn't sphere.",not_funny
I can’t take it anymore! Everyone’s telling me I’m going to hell in a hand basket!,not_funny
I wish someone would take the weight of me off of me.,not_funny
"Brother,do I need to cool down.",not_funny
"I swear. The planet was full of water. And you were there, too, Uncle Ed.",not_funny
Just pour a double over my head - - feeling uncomfortably warm,not_funny
"Remember me, gorby as in Gorbychov?",not_funny
Can I get some extra ice over here?,funny
"Hurry up, barman.  I’m getting rather thirsty around the Sahara.",not_funny
Your hands big enough?,somewhat_funny
You think you've got problems!,somewhat_funny
"Why won't anyone listen to me.  Susan Hanna, Columbus, Ohio",not_funny
My uncle raped me!,somewhat_funny
"Bless me Father , I am the eye of the storm",not_funny
Another hurricane please. I need to build up my tolerance for them.,not_funny
"Can I get the sustainable menu, please?",not_funny
"Hot, hot, hot and no relief in sight!",not_funny
Why is it every time I tell you about my crappy day  you tell me to cool down?,not_funny
Pour me a hurricane.,somewhat_funny
You kept telling me there’d always be more fish in the sea!,not_funny
"Another glass, if you don’t mind. It’s become warmer these past few decades…",not_funny
"Fusion Smusion! Just call your café ""GOOD EATS"" !",not_funny
"So then Elon says to her, ‘I’m going to give you the world.’  And we all thought he was kidding.",not_funny
"You know what kind of pressure comes with that ""You mean the world to me"" crap?",not_funny
I never thought hot flashes would get this bad!,not_funny
It’s my 79th day. Can’t quit now.,not_funny
I am nervous; you people are not interested in reducing my temperature!,not_funny
Can you start serving that giant cube?   The rocks melt too fast.,not_funny
"It's not fair!  Merc & Venus don't have any.  I've got one.  Jupiter has twelve.  Even Pluto, that's not even a planet anymore, has five moons!",not_funny
"… after decades of criticizing my shape and constantly comparing my size to that of the other planets… they just decided that I am flat now, and the hottest thing in the universe…",funny
Could I have some more ice? Mine keeps melting.,funny
Quarter to three...why is it only you and me?,not_funny
"So I says to Venus, “Not all of us can take the heat like you.” Then she calls me a wuss. To my face! TO MY FACE!",not_funny
"I just say I'm one of the Real World's ""helpers' ...it shuts the kids right up.",not_funny
Just half a shot and I feel like I'm already spinning.,not_funny
"... but then Charlton Heston finds the Statue of Liberty blown up on the beach, and I tell you what, I haven't slept a full night since.",not_funny
A few more edits and I tell you I’m going global.,not_funny
I have some earth-shattering news!,somewhat_funny
Put me on Atlas’ tab.,somewhat_funny
"may I have more water I think mines polluted""",not_funny
"You probably don’t want to hear about the problems of the world, but…",not_funny
I ordered water on the rocks -- this is just water.,not_funny
Excuse me. This water tastes a little like plastic.,not_funny
And then a big asteroid hit and wiped out the dinosaurs. I tell ya man I can't take it any longer.,not_funny
Sometimes it just feels like I gotta hit the Space Bar to continue.,not_funny
"I dunno. One minute I'm freezing, the next I'm burning.  I'm cranky then crying. Is this what menopause is supposed to be like?",not_funny
Could you tell me which body of water this came out of? Some of it is more polluted than others.,not_funny
Is this the world order?,somewhat_funny
"So the earth walks into a bar,and the bartender says",not_funny
"And then one day, I was upside down!",not_funny
global relief,somewhat_funny
"I have a question, God. Why have you infested me with humans?",not_funny
"No, my Doctors say I can't drink gasoline anymore!  They recommend a scotch and solar instead.",not_funny
I get all scrambled when I have more than one.,not_funny
"I can't seem to get rid of this pesky rash, so I'm trying heat",not_funny
"Hey there, can you recommend a place with a better atmosphere?",not_funny
"I can quit whenever I want, Davey.",not_funny
"I said ""on the rocks."" Haven't you heard? I'm burning up.",not_funny
"You think you’ve got problems, I have Homo sapien cancer .",not_funny
I'm bushed... have you seen Atlas around here?,not_funny
"A glass of lemonade, just ice please.  Madeleine Boudreau Dover, MA",funny
Did you ever hear that song 'Forever Young'?,not_funny
"Honest…I’m trying to replenish the rivers, glaciers, oceans, and my skin condition.",not_funny
Last call? What in the world?!?!,not_funny
I'm going through the change. The hot flashes are the worst.,not_funny
I suppose it's too late to switch to a new line of work?,not_funny
I'm just so tired of constant spin.,not_funny
I’d like to propose a toast: A round for everyone!,not_funny
Globalization is really getting to me.,not_funny
You know this global warming thing seems to be draining my oceans…,not_funny
So you want to talk about hoax?,not_funny
I tell ya I get no respect.,not_funny
"Another Dark N’ Stormy, extra stormy.",not_funny
"She keeps trying to get me read ""Men are from Mars, Women are from Venus""...",funny
"I understand, my ice has been melting too",funny
What in the world did you put in this drink? It’s fantastic1,not_funny
"Mars hasn’t been in, right, red, yay high, cold and dry, because he said one more probe and he would wring me dry.",funny
Your special to reduce global warming anxiety--is that shaken or stirred?,not_funny
It’s getting a little hot in here.  Could you please turn down the greenhouse gasses?,not_funny
My problems are outta this world.,not_funny
Gimme another Catastrophe with a twist of lemon!,not_funny
But there are plenty of fish in ME!,not_funny
What do you mean I only get one shot?,not_funny
Hey I have some problems Want to hear ?,not_funny
"On second thought, I’d better get a double.",not_funny
Your drinks are out of this world,not_funny
The world is too much with me.,not_funny
I can’t stop thinking about how much poop is on me right now!,not_funny
Hello! Sir? Can I get a little attention here?,not_funny
Nope.  Still not happy.,somewhat_funny
"Refill, please.",somewhat_funny
Peace on it!,somewhat_funny
"Sorry, I don't mean to go on about the whole world's problems.",not_funny
I have to get used to having mine neat.,not_funny
I got it bad but Atlas has it worse.,not_funny
"Thanks, Barkeep, but I don't think you have nearly enough time to listen.",not_funny
"I dunno, Joe. Sometimes it just feels like I’m going round in circles.",not_funny
"That guy Atlas was a schmuck, and then some",not_funny
See ya'  around...,somewhat_funny
Even my wife says I’m not a planet any more.,not_funny
"Did you ever feel like the whole world was on your shoulders?""",not_funny
"Wait, are you all drinking this filtered?",not_funny
May I please have a drink large enough to reverse my aquifer depletion?,not_funny
It won't be long now.,somewhat_funny
And just like that they left me,not_funny
Cut me off! I feel like I’m spinning!,not_funny
Take my strife - Please!,somewhat_funny
"They want me to solve the world's problems, can you believe it?",not_funny
Please gimme some ice with this!,funny
I'm getting more and more of these hot flashes these days. Something's not right.,not_funny
"Excuse me, I asked for 71% water",not_funny
It's only half full.,somewhat_funny
"Oh, just try to tell me about hot flashes!",not_funny
I’ve got the whole world on my shoulders.,not_funny
"Here I am, over 70% of me covered with water — and still my glass is only half full!",not_funny
"Hi Joe,got a lot stories I want you to know.",not_funny
"Some ice, please - I need to cool down.",funny
"I know it doesn’t look like I need it, but I’m only made of 3% freshwater.",not_funny
And then it hit me...it's bar stools all the way down.,not_funny
Day after day spinning around...,somewhat_funny
"I don't care whether the glass is half full or half empty; the beer has just gone flat, and everything else seems to be going wrong.",not_funny
And then they insisted I could only have carbon cocktails!,not_funny
I’ve really been having a lot of hot flashes lately! Do you think I’m menopausal?,not_funny
Does a flush beat a full house ?,not_funny
"This may sound off the wall, but I'm not feeling quite together.",not_funny
It's on my shoulders...,somewhat_funny
I'm trying as hard as I can but the micro-organisms just won't let up.,not_funny
Is it just me or has the whole world gone crazy?,not_funny
"Yea, well, I’ve been here before but man, this really ramped up fast this time!",not_funny
"This Fireball is on the house,"" said the bar tender... as he loved to watch the world burn",not_funny
"Quick, 'tender, pour me a cold one! I'm overheating.",not_funny
"I swear, I have more problems than anyone.",not_funny
I'm feeling feverish. Got some ice?,funny
"And then I realised, it's just circles, you know?",not_funny
Poor me! poor me! pour me another!,not_funny
But I was told you could solve all of my problems.,not_funny
Do you know of a good designated driver or something like that ?  That Atlas guy quit on me.,not_funny
"And then she says, 'I'm tired of carrying your weight on my shoulders. I want a divorce!'",not_funny
"Listen, being on shoulders all day is no picnic either.",not_funny
Nobody loves me.,somewhat_funny
"So I swear to God,the guy comes up to me and says I thought you was flat so I says to him who are you calling flat so you know what he says to me he says why I oughtta’ so you know what I said to him I says you big ugly lug for two stinking cents I….",not_funny
"I tell ya, it never stops. They just keep turning up the heat on me.",not_funny
I’m on fire.  Keep dousing me.,not_funny
"I was the center of her universe until Copernicus. … Well, everyone’s. But only she was the center of mine.",funny
Im starting to think I have a problem.  Michael Riley,not_funny
SINCE GLOBAL WARMING KICKED IN I CAN'T SEEM TO GET ENOUGH FLUIDS!,not_funny
I feel like I've been used while my own needs have been cast aside.  Thanks for listening to my story -- noone else seems to care.,not_funny
"If I start falling, don't grab me by the South Pole",not_funny
My water levels are rising. Make my next one neat.,not_funny
"If you really want to address climate change, give me something strong enough to get me off my axis.",not_funny
"So, bartender, the sun is dying. Never again will I hitch my wagon to a star!",not_funny
"Another shot of bourbon,sir! Might as well end this with a bang not a whimper.",not_funny
"It's scary out there, trust me.",not_funny
Then she said I was flatter in person,not_funny
Hey! I had a fight with my axis and now she's my ex.,not_funny
That last Super Blue Moon just did me in!,not_funny
You think you've got it bad?  I've got the whole world on my shoulders!,not_funny
Earth to barkeep I need a drink fast,not_funny
"He just had me there, in his hands.",not_funny
Why so down today?,somewhat_funny
Now think about maintaining a 71% hydration level.,not_funny
How do you expect me to manage the climate when I have one eye stuck in the ocean?,not_funny
"Earth to bartender, I’m telling you my problems here.",not_funny
"I get the chills, then I'm burning alive, man.  I tell you . . .",not_funny
Some days I just feel like I've been shrugged off!,not_funny
"Sure, I've got the hydrogen and the nitrogen, but this place? There's real atmosphere.",not_funny
"and then, there's that guy who thinks he has me on his shoulders",not_funny
My human inhabitants don't understand me.,not_funny
"I'm not an alcoholic! These fires in California are making me thirsty, okay?",not_funny
Why isn't God saving me?,somewhat_funny
"No matter how hard I try, I just don’t blend in.",not_funny
I'd like a water chaser please,not_funny
"And after all that,  she tells me I'm too warm.",not_funny
"Excuse me sir, I asked for a cosmo not the Cosmos.",not_funny
I've been feeling a bit wobbly lately!,not_funny
"Oh, fuck!",somewhat_funny
"Joe, I’m tellin’ ya, I’m throwin’ in the towel.",not_funny
Y'know that high ball I asked for? I'm finally here.,not_funny
"Hey, pal, my weight is none of your business.",not_funny
Sorry about the bald joke...with all this heat I'm getting a little salty.,not_funny
"Doesn't seem to matter how close I get to the sun, they still keep producing that darn CO2.",not_funny
Can I still get a Long Island Iced Tea or is that just saltwater on the rocks?,funny
And then Neptune said…,somewhat_funny
Could I get some ice?,funny
Help me out here. Do I have Weltschmerz  or Schadenfreude?,not_funny
"I’ll have another, even though the administration and the world says things are great…I think I’ll drink to that anyway…",not_funny
Carbonated water... seriously?,somewhat_funny
I think I have too many toxic friends! They don’t stop spewing garbage!,not_funny
So these two fossil fuels walk into a bar...,not_funny
"Sure, your place isn't all that it's cracked up to be, but I feel right at home here.",not_funny
You don’t understand… She was my whole world!,not_funny
I miss the simple times when everyone thought I was flat.,not_funny
And then you guys came along. Sheesh!,not_funny
And then he said we should burn more beautiful clean coal.,not_funny
I’m overheated. Can I have some ice?,funny
So you are gonna charge me for the water!,not_funny
"Yes, I know I look like I got the weight of the world on my shoulders...because I DO!!""  Maureen W Philadelphia, P",not_funny
I asked for a full proof solution. All I got was melted ice.,funny
How Many Days Would it take to Sail around the World ?,not_funny
"Help! I think I swallowed England! 'Can't you trump it out?' No sir, let's try the heimlich.",not_funny
But why pick on me? It’s not like I’m the only planet around.,not_funny
"Can you get them to stop saying ""This round's on me.""?",not_funny
"Last call?!  Uh, yeah!  Hello?!  You have a chaser to go with that shot of tragic irony that I don't recall ordering, wise guy?  Let me just leave you a well-deserved tip of poetic justice and zero sense.",funny
"C’mon, Glenn, I’m perfectly fine! It’s just that everyone *else* is tilted over 23.5 degrees…",not_funny
"Hey, d'ya think that just one drink will calm me down?",not_funny
"I swear, they must hate me.",not_funny
My wife is cheating on me with Mars.,funny
Problems…problems..problems,somewhat_funny
"I just got the word from on high, she’s fed up and ready to start over again; find yourself a boat or learn to snorkel for forty days.",not_funny
Can't ya see my hand is up fifteen minutes ago?,not_funny
Make the next one a double. The heat outside is killing me.,not_funny
Sigh! And how am I supposed to move to another planet?,not_funny
"I asked for rocks, no salt.",not_funny
Yes. A stiff barrel !!!. I’m beyond fill er up!!,not_funny
Where in the World am I? I ask!,not_funny
Make it a double; the election season is beginning early.,not_funny
You don't know what it's like out there!,not_funny
Hold the water chaser!,somewhat_funny
I've got problems. Leave the bottle.,not_funny
Globalzation? Internationalism? Transnationalism? It's too complex!,not_funny
I'm boiling! More oil!,somewhat_funny
I’m really not that small.,somewhat_funny
Then Elon got angry and challenged me to a duel !!,not_funny
"I tell ya, I don't get no respect !!!!!!!!!",not_funny
Did you ever feel like you had the weight of the world on your shoulders?,not_funny
It's flat.,somewhat_funny
Wish you were here.,somewhat_funny
"Not much, what about you?",somewhat_funny
"My wife's a pain in the ass. She's always busting my friggin' agates, my daughter's married to a jadrool loser bastard, and I got a rash so bad on my ass, I can't even sit down. But you know me. I can't complain.",not_funny
"And then they say, *hick* they say, they want to leave me for more resources!",not_funny
Can I have a double?,somewhat_funny
This drink is 71% water.,somewhat_funny
It's a first-world problem.,somewhat_funny
Don’t let the door hit you in the butt on your way out.,not_funny
I’ve hot nowhere to go.,somewhat_funny
I am seventy percent water. So straight up next time.,not_funny
What do mean my tab is almost full?,not_funny
"I'm telling you, no one understands me.",not_funny
"Listen to me, things are going to get bad. -Alicia Chinatomby, Los Angeles, CA",not_funny
You think you've got problems? I feel like I carry the weight of the world around all day!,not_funny
It's feeling a little warm in here. Could you turn up the AC?,not_funny
"Well, for 76 years I was the ninth planet...",not_funny
"Hard choice, do I die in glacial waters or with vodka?",funny
"...so then I tried to tell them 'it's getting hot in here,' but that just made them party harder!",not_funny
Got a thermometer?,somewhat_funny
Can you make the next one a bit stronger? I'm 75% water?,not_funny
"Close my tab, any more and I’ll be spinning off my axis!",not_funny
"‘I don’t appreciate a watered down drink. I’m already 70% water.’  Mira Dragisic  Elmhurst, Illinois",not_funny
What do you mean i’m shut off?,not_funny
"Believe me, Atlas doesn’t do ALL the worrying.",not_funny
"So I told her, you really brighten my days.",not_funny
"So I said ""sun, darling, why does everything always has to revolve around you!""",not_funny
"Hey, you got any damp-rid??",somewhat_funny
I think this could be the year for the Titans.,not_funny
Oy!  If only you knew my troubles.,not_funny
Dad the voices are trying to wake the dinosaurs again.,funny
I swear. It's not my fault your hot tub is cooler than the Atlantic!,not_funny
I’m way too hot!  But everybody acts like they’re deaf when I tell them they gotta help me cool off.,not_funny
I'm trying pasteurization for the 2 legged parasites,not_funny
I think I need an enema to crap out all the plastic debris in my system.,not_funny
Can I get some pi to go?,not_funny
"I said ""ON THE ROCKS!"" forPete's sake...",not_funny
And now they're saying that global warming is my fault!,not_funny
Things aren't so bad. I can count the number of my mass extinctions on one hand.,not_funny
I’m done! I don’t get no respect anymore.,not_funny
Make mine a double!,somewhat_funny
Can you believe that they said that I was full of hot air?,not_funny
I'm going to hell in a hand basket. Make it a double.,not_funny
"Another one, Joe, but more ice.  Can't take this heat!",funny
"Okay, so I get a little hot under the collar.",not_funny
Maybe it is the end of the world !,not_funny
Could I have a glass of water. I’m overheating and need to hydrate.,not_funny
"The weight of the world is on my shoulders, and I don’t have any!",not_funny
"Yeah, I agree. It's going to be a hot one.",not_funny
"Boy, it was a lot cooler last time I went around the sun!",not_funny
I'm running out of fresh water!,not_funny
I’m going to need a lot more than this……,not_funny
Waiter! Waiter! More microplastics please!,somewhat_funny
"Doc says it's ""climate change"". I thought it was the flu!",not_funny
"I only have a drink once in a blue moon,what's wrong with that?",not_funny
Can you ask your boss to “turn the heat down”?,not_funny
"It’s like cheap vodka, I am burning inside.",not_funny
I like my water sparkling with a side of salt.,not_funny
"So then Jupiter says 'I got 69 moons and you only got one, so I says...",not_funny
Really small planets get no respect.,not_funny
Hasta la vista baby!,somewhat_funny
Set 'em up. I'm going to need lotsa drinks.,not_funny
You got any aspirin?  I think I'm running a fever.,not_funny
"Can I urgently have more ice, please?",funny
"I can smell your cunt, David Remnick.",not_funny
"Listen buddy, I don't want it on the rocks.",not_funny
I figured you'd come to me sooner or later. Take a sip while I put on my white skull cap and mitre.,not_funny
Some days I just wanna say “Enough already with the spinning!”,not_funny
What can I do?  The world's going to hell in a hand basket!,not_funny
To be honest I only come in here to get out of the heat.,not_funny
"This is my last round, close me out.",not_funny
If I have another you’ll have to roll me home,not_funny
Have you ever been accused of cruelty?,not_funny
I have no complaints.,somewhat_funny
I just wished the me revolved around me…,not_funny
You take them...I need a break!,not_funny
Do think global warming is the reason for my hot flashes or am I simply going through menopause?,not_funny
How about throwing a couple of Hail Marys my way?,not_funny
I don’t get it. One day they’re saying nice things about me and the next day I don’t get no respect.,funny
I’ll have a shot of fireball and make jt strong,not_funny
YOU say you've heard it all!,not_funny
Why did you skimp on the ice?  I told you I was getting hot!,funny
"The doc said I don't have much time, but I think if I just wait it out, it'll go away. No matter which way it goes, I'll miss our talks.",not_funny
Please don't listen to those young earthers! I swear I'm old enough!,not_funny
"I'm warming, Lou!  Start me off with a billion frozen daiquiris, and keep 'em coming.",not_funny
They care more about staying in power than about me.,not_funny
Quick! Before it's too late!,somewhat_funny
"I'm feeling warm, I need a cool drink.",not_funny
I’ve only got a few minutes…My O-zone meter is running up.,not_funny
"Yeah, I'm weary! Wouldn't be sitting here if I weren't.",not_funny
"....so then my wife says she wants a divorce and that our marriage has been a ""hell on earth"".",not_funny
"So then I said, ""You have no idea what it's like to have the weight of the world on your shoulders.""",not_funny
Are you my Uber driver?,somewhat_funny
I'll be fine. Being 70% water is key for preventing hangovers.,not_funny
Stop the me! I want to get off.,not_funny
This guy tried to pick me up and when I said I'd never heard of him -- Elon Musk -- he just lost it!,not_funny
Don't get started on the people who think I owe them something. I was here first.,not_funny
"Ok God, can I now try the artificial intelligence shot?",not_funny
One drink will never make me feel better.,not_funny
Please.  Your tallest glass of atmosphere on the rocks.,not_funny
"So I told her, ""Air travel isn't making me smaller, but it IS making me hotter,"" and she threw me out of the house!",not_funny
Another water please. It’s like I’m made (mostly) of water.,not_funny
"Yes, it's Weltsmerz!",somewhat_funny
I am beginning to regret this whole adoption thing,not_funny
"If you had 8 billion bugs dermaforming you, you’d drink too",not_funny
"Why is your roasted appetizer called ""The Preview?""",not_funny
I feel like I got the weight of the world on my shoulders,not_funny
Do you ever feel like a piece of you is missing? And is in constant orbit around you causes high tides?,not_funny
"No ice ?” LD Soderlind, Mpls,M",funny
"And then they made me change. Dressed me up in plastic and rubbed oil all over me. Why? I liked me just the way I was--originally, I mean.",not_funny
"So I said, ""You can't keep me spinning around you forever!"" and ever since leaving, I'm just so lost.",not_funny
I'm doomed! Mars refused to trade places.,funny
Where's the can? This climate change has wreaked havoc on my sea levels.,not_funny
Is it too much to ask for just a little respect?,not_funny
"I met a nice fella named Jupiter,but he",funny
I swear! WIt’s all true,somewhat_funny
"I know I'm 70% water, but a guy needs something stronger every once in a while.",not_funny
Why will no public house trust me to open a tab?  A few bad health reports and everyone thinks that I'll be dead soon.  Joe Ryan,not_funny
Hey Buddy! Can you boost the AC?,not_funny
"Ms Moon decided she needed some space so we separated. I swear, the loneliness and stress is making me bi-polar.",not_funny
Can you turn on the AC please? Im getting kinda warm,not_funny
She complained I only had one moon and I looked too worldly.  You can't please anyone these days.,not_funny
I'm so tired of keeping Venus and Mars apart.  I mean who needs more asteroids?,funny
Do you have any global coolers?,not_funny
"I'd love to see more of her, but she just won't budge.",not_funny
I think your a little too big for me.,not_funny
"Y'know, Harry, bartenders just ain't the same as they used to be.""",not_funny
You would not believe how much catastrophe I can create if those humans don't stop polluting  my air!,not_funny
"Hy, pal, would you mind blasting the AC in here? Maybe it's just me, but I feel like I'm burning up everywhere I go.",not_funny
I really miss my baby brother Pluto,not_funny
"Stop me next time before I say ""All the drinks on me"".",not_funny
"Sorry to bug you, but could I get an Old Fashioned on the rocks?",not_funny
I feel like the whole world is against me. But you are the whole world. Yeah. Sucks.,not_funny
Garcon; better bring the bottle.  My boyfriend Humpty Dumpty and I have drifted apart and I am lost in an endless ocean.,not_funny
Do you ask all your customers to bring their own plates?,not_funny
"...and so, when all the King's men put me back together again, that's how I wound up looking like a global map.",not_funny
"Hey, it is the earth. May I please get some RICE? (Rest, ice, compression and elevation.)",funny
Hand to God. The work I had done was just reconstructive.,not_funny
All this guy does is whine about how everybody in high school  used to call him pizzaface. He needs to get over it already.,not_funny
What do you mean I've had enough?,not_funny
"I am home away from the solar system and it is very hot out there.  Give me a cold  one""",not_funny
"Sometimes I just get the feeling that half the people in my inner circle don't respect me, ya know?",not_funny
"So then I said, 'Hey, I'm SO much more than just a weight on your shoulders'!",not_funny
And they all left me for another planet.,not_funny
Big guy. Enormous shoulders. Seen him,not_funny
"Bye, bye Mr. Priest. I thought I was in your orbit, but I that is not longer true.",not_funny
Where's the can?   I feel like my eyeballs are floating.,not_funny
I’m so tired of people always fighting over pieces of me.,not_funny
The tell me it’s not the heat - it’s the humidity…,not_funny
So long its been nice to know ya,funny
Has Anyone Who Looks Like Me Been Here Recently?,not_funny
